hsa,kegg_id,drug_name,drug_concept
hsa04024,dr:D00631,Bepridil,chemical_mesh_d015764
hsa04024,dr:D00632,Dobutamine,chemical_mesh_d004280
hsa04024,dr:D00634,Bisoprolol,chemical_mesh_d017298
hsa04024,dr:D00636,Amiodarone,chemical_mesh_d000638
hsa04024,dr:D00683,Albuterol,chemical_mesh_d000420
hsa04024,dr:D00684,bitolterol,chemical_mesh_c011685
hsa04024,dr:D00685,Metaproterenol,chemical_mesh_d009921
hsa04024,dr:D00686,pirbuterol,chemical_mesh_c009118
hsa04024,dr:D00688,Terbutaline,chemical_mesh_d013726
hsa04024,dr:D00691,Dyphylline,chemical_mesh_d004400
hsa04024,dr:D00717,Dicyclomine,chemical_mesh_d004025
hsa04024,dr:D00718,Flavoxate,chemical_mesh_d005422
hsa04024,dr:D01006,oxyphencyclimine,chemical_mesh_c100201
hsa04024,dr:D01220,Trapidil,chemical_mesh_d014192
hsa04024,dr:D01238,Bucladesine,chemical_mesh_d003994
hsa04024,dr:D01263,Ritodrine,chemical_mesh_d012312
hsa04024,dr:D01360,Clenbuterol,chemical_mesh_d002976
hsa04024,dr:D01362,tulobuterol,chemical_mesh_c010809
hsa04024,dr:D01377,pyrodifenium bromide,chemical_mesh_c084641
hsa04024,dr:D01385,ibudilast,chemical_mesh_c038366
hsa04024,dr:D01428,Fenoterol,chemical_mesh_d005280
hsa04024,dr:D01469,amosulalol,chemical_mesh_c032473
hsa04024,dr:D01573,Etilefrine,chemical_mesh_d005039
hsa04024,dr:D01635,methoxyphenamine,chemical_mesh_c005157
hsa04024,dr:D01691,nipradilol,chemical_mesh_c036089
hsa04024,dr:D01697,Colforsin,chemical_mesh_d005576
hsa04024,dr:D01771,proxyphylline,chemical_mesh_c003237
hsa04024,dr:D01783,Rolipram,chemical_mesh_d020889
hsa04024,dr:D01830,arotinolol,chemical_mesh_c024523
hsa04024,dr:D01978,Tretoquinol,chemical_mesh_d014213
hsa04024,dr:D02017,cholinophyllin,chemical_mesh_c012839
hsa04024,dr:D02212,Ipratropium,chemical_mesh_d009241
hsa04024,dr:D02218,Papaverine,chemical_mesh_d010208
hsa04024,dr:D02396,Hexoprenaline,chemical_mesh_d006594
hsa04024,dr:D02404,Procaterol,chemical_mesh_d017265
hsa04024,dr:D02655,Etazolate,chemical_mesh_d004974
hsa04024,dr:D03051,bamifylline,chemical_mesh_c006683
hsa04024,dr:D03177,Bunolol,chemical_mesh_d064805
hsa04024,dr:D03655,darodipine,chemical_mesh_c034600
hsa04024,dr:D04004,Enoximone,chemical_mesh_d017335
hsa04024,dr:D04006,enprofylline,chemical_mesh_c034347
hsa04024,dr:D04625,Isoetharine,chemical_mesh_d007528
hsa04024,dr:D04628,sulmazole,chemical_mesh_c029758
hsa04024,dr:D04868,mebeverine,chemical_mesh_c005096
hsa04024,dr:D05278,phthalazinol,chemical_mesh_c011329
hsa04024,dr:D05514,piroximone,chemical_mesh_c039686
hsa04024,dr:D05718,reproterol,chemical_mesh_c014792
hsa04024,dr:D05902,soterenol,chemical_mesh_c100252
hsa04024,dr:D06374,zinterol,chemical_mesh_c002904
hsa04024,dr:D06877,Oxyphenonium,chemical_mesh_d010115
hsa04024,dr:D07088,drotaverin,chemical_mesh_c005317
hsa04024,dr:D07094,pinaverium,chemical_mesh_c013199
hsa04024,dr:D07181,mepindolol,chemical_mesh_c015340
hsa04024,dr:D07835,Dihydroergocryptine,chemical_mesh_d025443
hsa04024,dr:D08078,indenolol,chemical_mesh_c002989
hsa04060,dr:D00754,Thalidomide,chemical_mesh_d013792
hsa04064,dr:D00754,Thalidomide,chemical_mesh_d013792
hsa04080,dr:D00045,Adenosine,chemical_mesh_d000241
hsa04080,dr:D00058,gamma-Aminobutyric Acid,chemical_mesh_d005680
hsa04080,dr:D00059,Levodopa,chemical_mesh_d007980
hsa04080,dr:D00076,Norepinephrine,chemical_mesh_d009638
hsa04080,dr:D00079,Dinoprostone,chemical_mesh_d015232
hsa04080,dr:D00081,Dinoprost,chemical_mesh_d015237
hsa04080,dr:D00088,Hydrocortisone,chemical_mesh_d006854
hsa04080,dr:D00089,Oxytocin,chemical_mesh_d010121
hsa04080,dr:D00095,Epinephrine,chemical_mesh_d004837
hsa04080,dr:D00113,Atropine,chemical_mesh_d001285
hsa04080,dr:D00124,Ephedrine,chemical_mesh_d004809
hsa04080,dr:D00136,Haloperidol,chemical_mesh_d006220
hsa04080,dr:D00138,Scopolamine,chemical_mesh_d012601
hsa04080,dr:D00147,Hyoscyamine,chemical_mesh_d064692
hsa04080,dr:D00165,hydrocortisone acetate,chemical_mesh_c021650
hsa04080,dr:D00180,Alprostadil,chemical_mesh_d000527
hsa04080,dr:D00193,dexpanthenol,chemical_mesh_c007288
hsa04080,dr:D00225,Alprazolam,chemical_mesh_d000525
hsa04080,dr:D00227,Aminophylline,chemical_mesh_d000628
hsa04080,dr:D00232,octotropine methylbromide,chemical_mesh_c100237
hsa04080,dr:D00234,Astemizole,chemical_mesh_d016589
hsa04080,dr:D00235,Atenolol,chemical_mesh_d001262
hsa04080,dr:D00241,Baclofen,chemical_mesh_d001418
hsa04080,dr:D00244,Betamethasone,chemical_mesh_d001623
hsa04080,dr:D00246,Budesonide,chemical_mesh_d019819
hsa04080,dr:D00250,Capsaicin,chemical_mesh_d002211
hsa04080,dr:D00267,Chlordiazepoxide,chemical_mesh_d002707
hsa04080,dr:D00270,Chlorpromazine,chemical_mesh_d002746
hsa04080,dr:D00274,Cisapride,chemical_mesh_d020117
hsa04080,dr:D00280,Clonazepam,chemical_mesh_d002998
hsa04080,dr:D00281,Clonidine,chemical_mesh_d003000
hsa04080,dr:D00283,Clozapine,chemical_mesh_d003024
hsa04080,dr:D00292,Dexamethasone,chemical_mesh_d003907
hsa04080,dr:D00293,Diazepam,chemical_mesh_d003975
hsa04080,dr:D00295,Cimetidine,chemical_mesh_d002927
hsa04080,dr:D00300,Diphenhydramine,chemical_mesh_d004155
hsa04080,dr:D00306,Dronabinol,chemical_mesh_d013759
hsa04080,dr:D00308,Droperidol,chemical_mesh_d004329
hsa04080,dr:D00311,Estazolam,chemical_mesh_d004949
hsa04080,dr:D00318,Famotidine,chemical_mesh_d015738
hsa04080,dr:D00320,Fentanyl,chemical_mesh_d005283
hsa04080,dr:D00324,flunisolide,chemical_mesh_c007734
hsa04080,dr:D00325,Fluocinonide,chemical_mesh_d005447
hsa04080,dr:D00328,Flurandrenolone,chemical_mesh_d005478
hsa04080,dr:D00329,Flurazepam,chemical_mesh_d005479
hsa04080,dr:D00338,halazepam,chemical_mesh_c010175
hsa04080,dr:D00365,Lorazepam,chemical_mesh_d008140
hsa04080,dr:D00370,Temazepam,chemical_mesh_d013693
hsa04080,dr:D00371,Theophylline,chemical_mesh_d013806
hsa04080,dr:D00373,Thioridazine,chemical_mesh_d013881
hsa04080,dr:D00374,Thiothixene,chemical_mesh_d013888
hsa04080,dr:D00376,Meprobamate,chemical_mesh_d008620
hsa04080,dr:D00378,Timolol,chemical_mesh_d013999
hsa04080,dr:D00385,Triamcinolone,chemical_mesh_d014221
hsa04080,dr:D00387,Triazolam,chemical_mesh_d014229
hsa04080,dr:D00390,Triflupromazine,chemical_mesh_d014273
hsa04080,dr:D00397,Tropicamide,chemical_mesh_d014331
hsa04080,dr:D00403,Methotrimeprazine,chemical_mesh_d008728
hsa04080,dr:D00405,Methyldopa,chemical_mesh_d008750
hsa04080,dr:D00407,Methylprednisolone,chemical_mesh_d008775
hsa04080,dr:D00419,Misoprostol,chemical_mesh_d016595
hsa04080,dr:D00422,Ranitidine,chemical_mesh_d011899
hsa04080,dr:D00430,Secobarbital,chemical_mesh_d012631
hsa04080,dr:D00432,Nadolol,chemical_mesh_d009248
hsa04080,dr:D00442,Octreotide,chemical_mesh_d015282
hsa04080,dr:D00457,quazepam,chemical_mesh_c025130
hsa04080,dr:D00464,Oxazepam,chemical_mesh_d010076
hsa04080,dr:D00465,oxybutynin,chemical_mesh_c005419
hsa04080,dr:D00470,Prazepam,chemical_mesh_d011222
hsa04080,dr:D00472,Prednisolone,chemical_mesh_d011239
hsa04080,dr:D00479,Prochlorperazine,chemical_mesh_d011346
hsa04080,dr:D00480,Promethazine,chemical_mesh_d011398
hsa04080,dr:D00481,Propantheline,chemical_mesh_d011413
hsa04080,dr:D00482,Dextropropoxyphene,chemical_mesh_d011431
hsa04080,dr:D00483,Propranolol,chemical_mesh_d011433
hsa04080,dr:D00485,Pseudoephedrine,chemical_mesh_d054199
hsa04080,dr:D00492,Pancuronium,chemical_mesh_d010197
hsa04080,dr:D00498,Pentazocine,chemical_mesh_d010423
hsa04080,dr:D00499,Pentobarbital,chemical_mesh_d010424
hsa04080,dr:D00502,Pergolide,chemical_mesh_d010479
hsa04080,dr:D00503,Perphenazine,chemical_mesh_d010546
hsa04080,dr:D00506,Phenobarbital,chemical_mesh_d010634
hsa04080,dr:D00507,Phenoxybenzamine,chemical_mesh_d010643
hsa04080,dr:D00509,Phentolamine,chemical_mesh_d010646
hsa04080,dr:D00511,Phenylephrine,chemical_mesh_d010656
hsa04080,dr:D00513,Pindolol,chemical_mesh_d010869
hsa04080,dr:D00520,Dimenhydrinate,chemical_mesh_d004111
hsa04080,dr:D00521,Terfenadine,chemical_mesh_d016593
hsa04080,dr:D00524,Carbachol,chemical_mesh_d002217
hsa04080,dr:D00525,Pilocarpine,chemical_mesh_d010862
hsa04080,dr:D00528,Caffeine,chemical_mesh_d002110
hsa04080,dr:D00531,Nitrazepam,chemical_mesh_d009567
hsa04080,dr:D00532,Glutethimide,chemical_mesh_d005984
hsa04080,dr:D00540,Glycopyrrolate,chemical_mesh_d006024
hsa04080,dr:D00548,Etomidate,chemical_mesh_d005045
hsa04080,dr:D00549,Propofol,chemical_mesh_d015742
hsa04080,dr:D00550,Midazolam,chemical_mesh_d008874
hsa04080,dr:D00555,Amobarbital,chemical_mesh_d000654
hsa04080,dr:D00560,Pimozide,chemical_mesh_d010868
hsa04080,dr:D00585,Mifepristone,chemical_mesh_d015735
hsa04080,dr:D00597,Acebutolol,chemical_mesh_d000070
hsa04080,dr:D00598,Betaxolol,chemical_mesh_d015784
hsa04080,dr:D00599,Carteolol,chemical_mesh_d002354
hsa04080,dr:D00600,Labetalol,chemical_mesh_d007741
hsa04080,dr:D00601,Metoprolol,chemical_mesh_d008790
hsa04080,dr:D00602,Penbutolol,chemical_mesh_d010394
hsa04080,dr:D00605,Guanabenz,chemical_mesh_d006143
hsa04080,dr:D00606,Guanfacine,chemical_mesh_d016316
hsa04080,dr:D00607,guanadrel,chemical_mesh_c004945
hsa04080,dr:D00608,Doxazosin,chemical_mesh_d017292
hsa04080,dr:D00609,Prazosin,chemical_mesh_d011224
hsa04080,dr:D00610,Terazosin,chemical_mesh_c041226
hsa04080,dr:D00612,trimethaphan camsylate,chemical_mesh_c017774
hsa04080,dr:D00613,Fenoldopam,chemical_mesh_d018818
hsa04080,dr:D00632,Dobutamine,chemical_mesh_d004280
hsa04080,dr:D00633,Dopamine,chemical_mesh_d004298
hsa04080,dr:D00634,Bisoprolol,chemical_mesh_d017298
hsa04080,dr:D00636,Amiodarone,chemical_mesh_d000638
hsa04080,dr:D00644,esmolol,chemical_mesh_c036604
hsa04080,dr:D00659,azelastine,chemical_mesh_c020976
hsa04080,dr:D00662,azatadine,chemical_mesh_c006656
hsa04080,dr:D00663,Brompheniramine,chemical_mesh_d001977
hsa04080,dr:D00665,Chlorpheniramine,chemical_mesh_d002744
hsa04080,dr:D00668,dexchlorpheniramine,chemical_mesh_c018904
hsa04080,dr:D00672,Hydroxyzine,chemical_mesh_d006919
hsa04080,dr:D00680,Methylergonovine,chemical_mesh_d008755
hsa04080,dr:D00681,Methysergide,chemical_mesh_d008784
hsa04080,dr:D00683,Albuterol,chemical_mesh_d000420
hsa04080,dr:D00684,bitolterol,chemical_mesh_c011685
hsa04080,dr:D00685,Metaproterenol,chemical_mesh_d009921
hsa04080,dr:D00686,pirbuterol,chemical_mesh_c009118
hsa04080,dr:D00688,Terbutaline,chemical_mesh_d013726
hsa04080,dr:D00689,Beclomethasone,chemical_mesh_d001507
hsa04080,dr:D00691,Dyphylline,chemical_mesh_d004400
hsa04080,dr:D00694,Clorazepate Dipotassium,chemical_mesh_d003009
hsa04080,dr:D00697,Flumazenil,chemical_mesh_d005442
hsa04080,dr:D00699,secbutabarbital,chemical_mesh_c084833
hsa04080,dr:D00700,Mephobarbital,chemical_mesh_d008618
hsa04080,dr:D00702,Buspirone,chemical_mesh_d002065
hsa04080,dr:D00711,Ketamine,chemical_mesh_d007649
hsa04080,dr:D00712,Methohexital,chemical_mesh_d008723
hsa04080,dr:D00713,Thiamylal,chemical_mesh_d013840
hsa04080,dr:D00714,Thiopental,chemical_mesh_d013874
hsa04080,dr:D00717,Dicyclomine,chemical_mesh_d004025
hsa04080,dr:D00726,Metoclopramide,chemical_mesh_d008787
hsa04080,dr:D00729,Loperamide,chemical_mesh_d008139
hsa04080,dr:D00743,Naphazoline,chemical_mesh_d009278
hsa04080,dr:D00751,Methylprednisolone Hemisuccinate,chemical_mesh_d008776
hsa04080,dr:D00757,xylometazoline,chemical_mesh_c009695
hsa04080,dr:D00758,Atracurium,chemical_mesh_d001279
hsa04080,dr:D00761,metocurine,chemical_mesh_c032943
hsa04080,dr:D00764,Pipecuronium,chemical_mesh_d017300
hsa04080,dr:D00766,Succinylcholine,chemical_mesh_d013390
hsa04080,dr:D00767,Vecuronium Bromide,chemical_mesh_d014673
hsa04080,dr:D00774,Orphenadrine,chemical_mesh_d009966
hsa04080,dr:D00776,tizanidine,chemical_mesh_c023754
hsa04080,dr:D00777,Amantadine,chemical_mesh_d000547
hsa04080,dr:D00778,Benztropine,chemical_mesh_d001590
hsa04080,dr:D00779,Biperiden,chemical_mesh_d001712
hsa04080,dr:D00780,Bromocriptine,chemical_mesh_d001971
hsa04080,dr:D00782,Procyclidine,chemical_mesh_d011352
hsa04080,dr:D00787,Trihexyphenidyl,chemical_mesh_d014282
hsa04080,dr:D00790,Chlorprothixene,chemical_mesh_d002749
hsa04080,dr:D00791,Fluphenazine,chemical_mesh_d005476
hsa04080,dr:D00792,fluphenazine enanthate,chemical_mesh_c017610
hsa04080,dr:D00793,fluphenazine depot,chemical_mesh_c011825
hsa04080,dr:D00794,Loxapine,chemical_mesh_d008152
hsa04080,dr:D00796,Molindone,chemical_mesh_d008972
hsa04080,dr:D00797,Promazine,chemical_mesh_d011395
hsa04080,dr:D00799,Trifluoperazine,chemical_mesh_d014268
hsa04080,dr:D00814,Doxepin,chemical_mesh_d004316
hsa04080,dr:D00820,Trazodone,chemical_mesh_d014196
hsa04080,dr:D00835,Alfentanil,chemical_mesh_d015760
hsa04080,dr:D00836,Buprenorphine,chemical_mesh_d002047
hsa04080,dr:D00837,Butorphanol,chemical_mesh_d002077
hsa04080,dr:D00838,dezocine,chemical_mesh_c010827
hsa04080,dr:D00839,Hydromorphone,chemical_mesh_d004091
hsa04080,dr:D00840,Methadyl Acetate,chemical_mesh_d008692
hsa04080,dr:D00842,Morphine,chemical_mesh_d009020
hsa04080,dr:D00843,Nalbuphine,chemical_mesh_d009266
hsa04080,dr:D00844,Oxymorphone,chemical_mesh_d010111
hsa04080,dr:D00845,Sufentanil,chemical_mesh_d017409
hsa04080,dr:D00847,Oxycodone,chemical_mesh_d010098
hsa04080,dr:D00848,Dextromethorphan,chemical_mesh_d003915
hsa04080,dr:D00972,betamethasone sodium phosphate,chemical_mesh_c028994
hsa04080,dr:D00973,Cortisone,chemical_mesh_d003348
hsa04080,dr:D00975,dexamethasone 21-phosphate,chemical_mesh_c004180
hsa04080,dr:D00977,hydrocortisone sodium phosphate,chemical_mesh_c039803
hsa04080,dr:D00978,hydrocortisone hemisuccinate,chemical_mesh_c007133
hsa04080,dr:D00980,prednisolone acetate,chemical_mesh_c009935
hsa04080,dr:D00981,prednisolone phosphate,chemical_mesh_c009022
hsa04080,dr:D00983,Triamcinolone Acetonide,chemical_mesh_d014222
hsa04080,dr:D00984,triamcinolone diacetate,chemical_mesh_c030262
hsa04080,dr:D00985,triamcinolone hexacetonide,chemical_mesh_c005900
hsa04080,dr:D00997,Tolazoline,chemical_mesh_d014043
hsa04080,dr:D00999,Acetylcholine,chemical_mesh_d000109
hsa04080,dr:D01000,Bethanechol,chemical_mesh_d018723
hsa04080,dr:D01002,Cyclopentolate,chemical_mesh_d003519
hsa04080,dr:D01004,homatropine,chemical_mesh_c100236
hsa04080,dr:D01005,isopropamide iodide,chemical_mesh_c084831
hsa04080,dr:D01006,oxyphencyclimine,chemical_mesh_c100201
hsa04080,dr:D01007,propiverine,chemical_mesh_c015586
hsa04080,dr:D01008,apraclonidine,chemical_mesh_c016986
hsa04080,dr:D01010,Thyroxine,chemical_mesh_d013974
hsa04080,dr:D01011,Triiodothyronine,chemical_mesh_d014284
hsa04080,dr:D01017,dipivefrin,chemical_mesh_c015173
hsa04080,dr:D01019,Metaraminol,chemical_mesh_d008680
hsa04080,dr:D01020,Methoxamine,chemical_mesh_d008729
hsa04080,dr:D01022,Oxymetazoline,chemical_mesh_d010109
hsa04080,dr:D01023,tetrahydrozoline,chemical_mesh_c005810
hsa04080,dr:D01025,Levobunolol,chemical_mesh_d002040
hsa04080,dr:D01026,Sotalol,chemical_mesh_d013015
hsa04080,dr:D01044,Flupenthixol,chemical_mesh_d005475
hsa04080,dr:D01051,Spiperone,chemical_mesh_d013134
hsa04080,dr:D01071,Hexobarbital,chemical_mesh_d006591
hsa04080,dr:D01077,methylatropine,chemical_mesh_c006649
hsa04080,dr:D01101,bromperidol,chemical_mesh_c006820
hsa04080,dr:D01105,moperone,chemical_mesh_c005209
hsa04080,dr:D01118,profenamine,chemical_mesh_c084820
hsa04080,dr:D01130,Thiethylperazine,chemical_mesh_d013847
hsa04080,dr:D01150,methyprylon,chemical_mesh_c084583
hsa04080,dr:D01163,Ergonovine,chemical_mesh_d004874
hsa04080,dr:D01174,Pheniramine,chemical_mesh_d010632
hsa04080,dr:D01182,Alprenolol,chemical_mesh_d000526
hsa04080,dr:D01187,Betazole,chemical_mesh_d001625
hsa04080,dr:D01224,Phenylpropanolamine,chemical_mesh_d010665
hsa04080,dr:D01226,Sulpiride,chemical_mesh_d013469
hsa04080,dr:D01229,paramethasone acetate,chemical_mesh_c032128
hsa04080,dr:D01230,Flunitrazepam,chemical_mesh_d005445
hsa04080,dr:D01245,Bromazepam,chemical_mesh_d001960
hsa04080,dr:D01254,tofisopam,chemical_mesh_c012582
hsa04080,dr:D01263,Ritodrine,chemical_mesh_d012312
hsa04080,dr:D01266,difluprednate,chemical_mesh_c015808
hsa04080,dr:D01268,cloxazolam,chemical_mesh_c005522
hsa04080,dr:D01272,Clobetasol,chemical_mesh_d002990
hsa04080,dr:D01273,clobetasone butyrate,chemical_mesh_c010893
hsa04080,dr:D01277,Droxidopa,chemical_mesh_d015103
hsa04080,dr:D01278,oxazolam,chemical_mesh_c000425
hsa04080,dr:D01279,flutoprazepam,chemical_mesh_c029163
hsa04080,dr:D01286,flutazolam,chemical_mesh_c013367
hsa04080,dr:D01290,Nicergoline,chemical_mesh_d009530
hsa04080,dr:D01292,Medazepam,chemical_mesh_d008472
hsa04080,dr:D01293,ethyl loflazepate,chemical_mesh_c029617
hsa04080,dr:D01295,Cinnarizine,chemical_mesh_d002936
hsa04080,dr:D01297,Pirenzepine,chemical_mesh_d010890
hsa04080,dr:D01307,Midodrine,chemical_mesh_d008879
hsa04080,dr:D01308,Halcinonide,chemical_mesh_d006206
hsa04080,dr:D01317,Meclizine,chemical_mesh_d008468
hsa04080,dr:D01318,diphenidol,chemical_mesh_c004858
hsa04080,dr:D01321,zotepine,chemical_mesh_c022172
hsa04080,dr:D01324,mequitazine,chemical_mesh_c006069
hsa04080,dr:D01327,diflorasone,chemical_mesh_c014477
hsa04080,dr:D01328,clotiazepam,chemical_mesh_c084599
hsa04080,dr:D01332,Ketotifen,chemical_mesh_d007665
hsa04080,dr:D01333,urapidil,chemical_mesh_c015568
hsa04080,dr:D01340,Naloxone,chemical_mesh_d009270
hsa04080,dr:D01343,Dimethindene,chemical_mesh_d004115
hsa04080,dr:D01347,tramazoline,chemical_mesh_c005370
hsa04080,dr:D01348,dironyl,chemical_mesh_c006208
hsa04080,dr:D01352,dinoprost tromethamine,chemical_mesh_c010714
hsa04080,dr:D01354,fludiazepam,chemical_mesh_c006107
hsa04080,dr:D01355,Tramadol,chemical_mesh_d014147
hsa04080,dr:D01357,Betamethasone Valerate,chemical_mesh_d001624
hsa04080,dr:D01358,Mianserin,chemical_mesh_d008803
hsa04080,dr:D01360,Clenbuterol,chemical_mesh_d002976
hsa04080,dr:D01362,tulobuterol,chemical_mesh_c010809
hsa04080,dr:D01367,Fluorometholone,chemical_mesh_d005469
hsa04080,dr:D01369,bevantolol,chemical_mesh_c021148
hsa04080,dr:D01372,zopiclone,chemical_mesh_c515050
hsa04080,dr:D01377,pyrodifenium bromide,chemical_mesh_c084641
hsa04080,dr:D01383,Meperidine,chemical_mesh_d008614
hsa04080,dr:D01385,ibudilast,chemical_mesh_c038366
hsa04080,dr:D01387,amcinonide,chemical_mesh_c012716
hsa04080,dr:D01390,Isoproterenol,chemical_mesh_d007545
hsa04080,dr:D01405,norfenefrine,chemical_mesh_c005310
hsa04080,dr:D01412,Perazine,chemical_mesh_d010464
hsa04080,dr:D01428,Fenoterol,chemical_mesh_d005280
hsa04080,dr:D01444,bunitrolol,chemical_mesh_c084811
hsa04080,dr:D01445,ifenprodil,chemical_mesh_c010739
hsa04080,dr:D01447,thioproperazine,chemical_mesh_c084825
hsa04080,dr:D01454,Bupranolol,chemical_mesh_d002046
hsa04080,dr:D01462,Lisuride,chemical_mesh_d008090
hsa04080,dr:D01464,flumethasone pivalate,chemical_mesh_c005565
hsa04080,dr:D01468,nemonapride,chemical_mesh_c030265
hsa04080,dr:D01469,amosulalol,chemical_mesh_c032473
hsa04080,dr:D01477,Opipramol,chemical_mesh_d009888
hsa04080,dr:D01482,pipamperone,chemical_mesh_c005569
hsa04080,dr:D01485,periciazine,chemical_mesh_c084584
hsa04080,dr:D01500,Trimebutine,chemical_mesh_d014287
hsa04080,dr:D01504,bufetolol,chemical_mesh_c100228
hsa04080,dr:D01505,talipexole,chemical_mesh_c024763
hsa04080,dr:D01512,befunolol,chemical_mesh_c006034
hsa04080,dr:D01522,Tiapride Hydrochloride,chemical_mesh_d063325
hsa04080,dr:D01571,Moxisylyte,chemical_mesh_d013948
hsa04080,dr:D01573,Etilefrine,chemical_mesh_d005039
hsa04080,dr:D01592,Betahistine,chemical_mesh_d001621
hsa04080,dr:D01593,nimetazepam,chemical_mesh_c002714
hsa04080,dr:D01603,Bethanidine,chemical_mesh_d001627
hsa04080,dr:D01619,hydrocortisone-17-butyrate,chemical_mesh_c007975
hsa04080,dr:D01631,Pentagastrin,chemical_mesh_d010418
hsa04080,dr:D01635,methoxyphenamine,chemical_mesh_c005157
hsa04080,dr:D01637,"betamethasone-17,21-dipropionate",chemical_mesh_c011175
hsa04080,dr:D01657,lormetazepam,chemical_mesh_c023842
hsa04080,dr:D01691,nipradilol,chemical_mesh_c036089
hsa04080,dr:D01740,Barbital,chemical_mesh_d001462
hsa04080,dr:D01741,Celiprolol,chemical_mesh_d017272
hsa04080,dr:D01743,halopredone acetate,chemical_mesh_c015912
hsa04080,dr:D01744,brotizolam,chemical_mesh_c020960
hsa04080,dr:D01745,Domperidone,chemical_mesh_d004294
hsa04080,dr:D01748,Isoxsuprine,chemical_mesh_d007556
hsa04080,dr:D01764,diflucortolone valerate,chemical_mesh_c013486
hsa04080,dr:D01771,proxyphylline,chemical_mesh_c003237
hsa04080,dr:D01782,Triprolidine,chemical_mesh_d014311
hsa04080,dr:D01794,bopindolol,chemical_mesh_c036007
hsa04080,dr:D01806,Oxprenolol,chemical_mesh_d010096
hsa04080,dr:D01825,Fluocinolone Acetonide,chemical_mesh_d005446
hsa04080,dr:D01830,arotinolol,chemical_mesh_c024523
hsa04080,dr:D01886,hydrocortisone 17-butyrate 21-propionate,chemical_mesh_c033014
hsa04080,dr:D01887,bunazosin,chemical_mesh_c018176
hsa04080,dr:D01898,haloperidol decanoate,chemical_mesh_c033563
hsa04080,dr:D01902,fonazine,chemical_mesh_c100113
hsa04080,dr:D01978,Tretoquinol,chemical_mesh_d014213
hsa04080,dr:D02004,Apomorphine,chemical_mesh_d001058
hsa04080,dr:D02017,cholinophyllin,chemical_mesh_c012839
hsa04080,dr:D02035,timiperone,chemical_mesh_c024159
hsa04080,dr:D02073,gemeprost,chemical_mesh_c021182
hsa04080,dr:D02089,buclizine,chemical_mesh_c046894
hsa04080,dr:D02091,Tripelennamine,chemical_mesh_d014309
hsa04080,dr:D02095,Naltrexone,chemical_mesh_d009271
hsa04080,dr:D02101,Codeine,chemical_mesh_d003061
hsa04080,dr:D02102,Methadone,chemical_mesh_d008691
hsa04080,dr:D02104,nalmefene,chemical_mesh_c038981
hsa04080,dr:D02156,prednisolone hemisuccinate,chemical_mesh_c021322
hsa04080,dr:D02174,dexamethasone acetate,chemical_mesh_c018038
hsa04080,dr:D02204,Hexamethonium,chemical_mesh_d018738
hsa04080,dr:D02207,Tubocurarine,chemical_mesh_d014403
hsa04080,dr:D02211,Dihydroergotamine,chemical_mesh_d004087
hsa04080,dr:D02212,Ipratropium,chemical_mesh_d009241
hsa04080,dr:D02234,Cyproheptadine,chemical_mesh_d003533
hsa04080,dr:D02249,emedastine,chemical_mesh_c043345
hsa04080,dr:D02286,betamethasone benzoate,chemical_mesh_c015706
hsa04080,dr:D02292,Gallamine Triethiodide,chemical_mesh_d005703
hsa04080,dr:D02343,Carboprost,chemical_mesh_d002260
hsa04080,dr:D02363,Ketanserin,chemical_mesh_d007650
hsa04080,dr:D02364,Lobeline,chemical_mesh_d008120
hsa04080,dr:D02371,3-chlorocarpipramine,chemical_mesh_c000449
hsa04080,dr:D02374,Metipranolol,chemical_mesh_d014290
hsa04080,dr:D02396,Hexoprenaline,chemical_mesh_d006594
hsa04080,dr:D02404,Procaterol,chemical_mesh_d017265
hsa04080,dr:D02407,lidamidine,chemical_mesh_c020918
hsa04080,dr:D02604,Acepromazine,chemical_mesh_d000075
hsa04080,dr:D02614,denopamine,chemical_mesh_c037293
hsa04080,dr:D02618,butobarbital,chemical_mesh_c027712
hsa04080,dr:D02625,Trifluperidol,chemical_mesh_d014272
hsa04080,dr:D02627,Benperidol,chemical_mesh_d001544
hsa04080,dr:D02641,Butaclamol,chemical_mesh_d002069
hsa04080,dr:D02671,Mesoridazine,chemical_mesh_d008653
hsa04080,dr:D02676,oxiperomide,chemical_mesh_c015411
hsa04080,dr:D02680,pipothiazine palmitate,chemical_mesh_c084607
hsa04080,dr:D02682,Remoxipride,chemical_mesh_d017330
hsa04080,dr:D02721,Iloprost,chemical_mesh_d016285
hsa04080,dr:D02725,sulprostone,chemical_mesh_c016767
hsa04080,dr:D02726,meteneprost,chemical_mesh_c025505
hsa04080,dr:D02727,Cloprostenol,chemical_mesh_d003008
hsa04080,dr:D02750,aceclidine,chemical_mesh_c084650
hsa04080,dr:D02769,Adenosine Monophosphate,chemical_mesh_d000249
hsa04080,dr:D02939,Angiotensin Amide,chemical_mesh_d000802
hsa04080,dr:D02941,anileridine,chemical_mesh_c100232
hsa04080,dr:D02950,Antazoline,chemical_mesh_d000865
hsa04080,dr:D02975,Arbaprostil,chemical_mesh_d001101
hsa04080,dr:D03051,bamifylline,chemical_mesh_c006683
hsa04080,dr:D03087,Dexetimide,chemical_mesh_d003909
hsa04080,dr:D03170,bucindolol,chemical_mesh_c024307
hsa04080,dr:D03177,Bunolol,chemical_mesh_d064805
