hsa,kegg_id,drug_name,drug_concept,year
hsa04024,dr:D05474,piclamilast,chemical_mesh_c087566,1994
hsa04024,dr:D05514,piroximone,chemical_mesh_c039686,1984
hsa04024,dr:D05677,quinelorane,chemical_mesh_c047726,1986
hsa04024,dr:D05682,Quinpirole,chemical_mesh_d019257,1985
hsa04024,dr:D05688,Racepinephrine,chemical_mesh_d064705,1945
hsa04024,dr:D05711,regadenoson,chemical_mesh_c430916,2002
hsa04024,dr:D05718,reproterol,chemical_mesh_c014792,1977
hsa04024,dr:D05744,Roflumilast,chemical_mesh_c424423,2000
hsa04024,dr:D05812,seglitide,chemical_mesh_c040968,1989
hsa04024,dr:D05832,sibenadet,chemical_mesh_c116267,2002
hsa04024,dr:D05902,soterenol,chemical_mesh_c100252,1968
hsa04024,dr:D06132,tibenelast,chemical_mesh_c063779,1990
hsa04024,dr:D06374,zinterol,chemical_mesh_c002904,1975
hsa04024,dr:D06562,bedoradrine,chemical_mesh_c425888,2001
hsa04024,dr:D06877,Oxyphenonium,chemical_mesh_d010115,1954
hsa04024,dr:D07088,drotaverin,chemical_mesh_c005317,1965
hsa04024,dr:D07089,moxaverine,chemical_mesh_c004490,1946
hsa04024,dr:D07094,pinaverium,chemical_mesh_c013199,1975
hsa04024,dr:D07181,mepindolol,chemical_mesh_c015340,1975
hsa04024,dr:D07377,bambuterol,chemical_mesh_c047766,1984
hsa04024,dr:D07603,caffeine citrate,chemical_mesh_c026189,1946
hsa04024,dr:D07835,Dihydroergocryptine,chemical_mesh_d025443,1967
hsa04024,dr:D08078,indenolol,chemical_mesh_c002989,1972
hsa04024,dr:D09318,indacaterol,chemical_mesh_c510790,2005
hsa04024,dr:D09765,vorapaxar,chemical_mesh_c530299,2008
hsa04024,dr:D11102,tamolarizine,chemical_mesh_c050134,1986
hsa04024,dr:D11664,clazosentan,chemical_mesh_c109641,1998
hsa04060,dr:D00754,Thalidomide,chemical_mesh_d013792,1956
hsa04060,dr:D01583,pirfenidone,chemical_mesh_c093844,1995
hsa04060,dr:D06297,vicriviroc,chemical_mesh_c486781,2004
hsa04060,dr:D08971,plerixafor,chemical_mesh_c088327,1992
hsa04060,dr:D08976,pomalidomide,chemical_mesh_c467566,2001
hsa04060,dr:D08984,reparixin,chemical_mesh_c490707,2004
hsa04060,dr:D09635,linifanib,chemical_mesh_c513486,2006
hsa04061,dr:D06297,vicriviroc,chemical_mesh_c486781,2004
hsa04062,dr:D03116,bindarit,chemical_mesh_c079489,1992
hsa04062,dr:D06297,vicriviroc,chemical_mesh_c486781,2004
hsa04062,dr:D08971,plerixafor,chemical_mesh_c088327,1992
hsa04062,dr:D08984,reparixin,chemical_mesh_c490707,2004
hsa04062,dr:D09664,saracatinib,chemical_mesh_c515233,2005
hsa04062,dr:D09783,tofacitinib,chemical_mesh_c479163,2003
hsa04064,dr:D00754,Thalidomide,chemical_mesh_d013792,1956
hsa04064,dr:D01146,T 614,chemical_mesh_c077313,1992
hsa04064,dr:D09730,olaparib,chemical_mesh_c531550,2008
hsa04080,dr:D00045,Adenosine,chemical_mesh_d000241,1931
hsa04080,dr:D00058,gamma-Aminobutyric Acid,chemical_mesh_d005680,1950
hsa04080,dr:D00059,Levodopa,chemical_mesh_d007980,1926
hsa04080,dr:D00076,Norepinephrine,chemical_mesh_d009638,1947
hsa04080,dr:D00079,Dinoprostone,chemical_mesh_d015232,1964
hsa04080,dr:D00081,Dinoprost,chemical_mesh_d015237,1965
hsa04080,dr:D00088,Hydrocortisone,chemical_mesh_d006854,1941
hsa04080,dr:D00089,Oxytocin,chemical_mesh_d010121,1932
hsa04080,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04080,dr:D00113,Atropine,chemical_mesh_d001285,1868
hsa04080,dr:D00124,Ephedrine,chemical_mesh_d004809,1925
hsa04080,dr:D00136,Haloperidol,chemical_mesh_d006220,1958
hsa04080,dr:D00138,Scopolamine,chemical_mesh_d012601,1885
hsa04080,dr:D00147,Hyoscyamine,chemical_mesh_d064692,1826
hsa04080,dr:D00165,hydrocortisone acetate,chemical_mesh_c021650,1952
hsa04080,dr:D00180,Alprostadil,chemical_mesh_d000527,1962
hsa04080,dr:D00181,argatroban,chemical_mesh_c031942,1983
hsa04080,dr:D00193,dexpanthenol,chemical_mesh_c007288,1945
hsa04080,dr:D00225,Alprazolam,chemical_mesh_d000525,1971
hsa04080,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04080,dr:D00232,octotropine methylbromide,chemical_mesh_c100237,1963
hsa04080,dr:D00234,Astemizole,chemical_mesh_d016589,1955
hsa04080,dr:D00235,Atenolol,chemical_mesh_d001262,1972
hsa04080,dr:D00241,Baclofen,chemical_mesh_d001418,1971
hsa04080,dr:D00244,Betamethasone,chemical_mesh_d001623,1961
hsa04080,dr:D00246,Budesonide,chemical_mesh_d019819,1979
hsa04080,dr:D00250,Capsaicin,chemical_mesh_d002211,1948
hsa04080,dr:D00267,Chlordiazepoxide,chemical_mesh_d002707,1960
hsa04080,dr:D00270,Chlorpromazine,chemical_mesh_d002746,1952
hsa04080,dr:D00274,Cisapride,chemical_mesh_d020117,1984
hsa04080,dr:D00280,Clonazepam,chemical_mesh_d002998,1969
hsa04080,dr:D00281,Clonidine,chemical_mesh_d003000,1966
hsa04080,dr:D00283,Clozapine,chemical_mesh_d003024,1970
hsa04080,dr:D00292,Dexamethasone,chemical_mesh_d003907,1954
hsa04080,dr:D00293,Diazepam,chemical_mesh_d003975,1961
hsa04080,dr:D00295,Cimetidine,chemical_mesh_d002927,1975
hsa04080,dr:D00300,Diphenhydramine,chemical_mesh_d004155,1945
hsa04080,dr:D00306,Dronabinol,chemical_mesh_d013759,1942
hsa04080,dr:D00308,Droperidol,chemical_mesh_d004329,1963
hsa04080,dr:D00311,Estazolam,chemical_mesh_d004949,1971
hsa04080,dr:D00318,Famotidine,chemical_mesh_d015738,1982
hsa04080,dr:D00320,Fentanyl,chemical_mesh_d005283,1963
hsa04080,dr:D00324,flunisolide,chemical_mesh_c007734,1976
hsa04080,dr:D00325,Fluocinonide,chemical_mesh_d005447,1971
hsa04080,dr:D00328,Flurandrenolone,chemical_mesh_d005478,1961
hsa04080,dr:D00329,Flurazepam,chemical_mesh_d005479,1968
hsa04080,dr:D00338,halazepam,chemical_mesh_c010175,1971
hsa04080,dr:D00357,Losartan,chemical_mesh_d019808,1989
hsa04080,dr:D00364,Loratadine,chemical_mesh_d017336,1984
hsa04080,dr:D00365,Lorazepam,chemical_mesh_d008140,1969
hsa04080,dr:D00370,Temazepam,chemical_mesh_d013693,1969
hsa04080,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04080,dr:D00373,Thioridazine,chemical_mesh_d013881,1958
hsa04080,dr:D00374,Thiothixene,chemical_mesh_d013888,1965
hsa04080,dr:D00376,Meprobamate,chemical_mesh_d008620,1954
hsa04080,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04080,dr:D00385,Triamcinolone,chemical_mesh_d014221,1958
hsa04080,dr:D00387,Triazolam,chemical_mesh_d014229,1974
hsa04080,dr:D00390,Triflupromazine,chemical_mesh_d014273,1957
hsa04080,dr:D00397,Tropicamide,chemical_mesh_d014331,1960
hsa04080,dr:D00403,Methotrimeprazine,chemical_mesh_d008728,1957
hsa04080,dr:D00405,Methyldopa,chemical_mesh_d008750,1946
hsa04080,dr:D00407,Methylprednisolone,chemical_mesh_d008775,1957
hsa04080,dr:D00411,zafirlukast,chemical_mesh_c062735,1992
hsa04080,dr:D00415,zolmitriptan,chemical_mesh_c089750,1994
hsa04080,dr:D00419,Misoprostol,chemical_mesh_d016595,1976
hsa04080,dr:D00422,Ranitidine,chemical_mesh_d011899,1979
hsa04080,dr:D00426,Risperidone,chemical_mesh_d018967,1988
hsa04080,dr:D00430,Secobarbital,chemical_mesh_d012631,1948
hsa04080,dr:D00432,Nadolol,chemical_mesh_d009248,1975
hsa04080,dr:D00440,Nizatidine,chemical_mesh_d016567,1985
hsa04080,dr:D00442,Octreotide,chemical_mesh_d015282,1982
hsa04080,dr:D00451,Sumatriptan,chemical_mesh_d018170,1988
hsa04080,dr:D00457,quazepam,chemical_mesh_c025130,1977
hsa04080,dr:D00464,Oxazepam,chemical_mesh_d010076,1964
hsa04080,dr:D00465,oxybutynin,chemical_mesh_c005419,1965
hsa04080,dr:D00470,Prazepam,chemical_mesh_d011222,1966
hsa04080,dr:D00472,Prednisolone,chemical_mesh_d011239,1949
hsa04080,dr:D00479,Prochlorperazine,chemical_mesh_d011346,1957
hsa04080,dr:D00480,Promethazine,chemical_mesh_d011398,1948
hsa04080,dr:D00481,Propantheline,chemical_mesh_d011413,1953
hsa04080,dr:D00482,Dextropropoxyphene,chemical_mesh_d011431,1955
hsa04080,dr:D00483,Propranolol,chemical_mesh_d011433,1964
hsa04080,dr:D00485,Pseudoephedrine,chemical_mesh_d054199,1929
hsa04080,dr:D00492,Pancuronium,chemical_mesh_d010197,1967
hsa04080,dr:D00498,Pentazocine,chemical_mesh_d010423,1964
hsa04080,dr:D00499,Pentobarbital,chemical_mesh_d010424,1932
hsa04080,dr:D00502,Pergolide,chemical_mesh_d010479,1979
hsa04080,dr:D00503,Perphenazine,chemical_mesh_d010546,1957
hsa04080,dr:D00506,Phenobarbital,chemical_mesh_d010634,1921
hsa04080,dr:D00507,Phenoxybenzamine,chemical_mesh_d010643,1953
hsa04080,dr:D00509,Phentolamine,chemical_mesh_d010646,1950
hsa04080,dr:D00511,Phenylephrine,chemical_mesh_d010656,1944
hsa04080,dr:D00513,Pindolol,chemical_mesh_d010869,1969
hsa04080,dr:D00514,Dexmedetomidine,chemical_mesh_d020927,1988
hsa04080,dr:D00520,Dimenhydrinate,chemical_mesh_d004111,1949
hsa04080,dr:D00521,Terfenadine,chemical_mesh_d016593,1975
hsa04080,dr:D00522,candesartan,chemical_mesh_c081643,1993
hsa04080,dr:D00524,Carbachol,chemical_mesh_d002217,1940
hsa04080,dr:D00525,Pilocarpine,chemical_mesh_d010862,1878
hsa04080,dr:D00528,Caffeine,chemical_mesh_d002110,1860
hsa04080,dr:D00529,montelukast,chemical_mesh_c093875,1995
hsa04080,dr:D00530,zaleplon,chemical_mesh_c085665,1994
hsa04080,dr:D00531,Nitrazepam,chemical_mesh_d009567,1962
hsa04080,dr:D00532,Glutethimide,chemical_mesh_d005984,1954
hsa04080,dr:D00540,Glycopyrrolate,chemical_mesh_d006024,1962
hsa04080,dr:D00548,Etomidate,chemical_mesh_d005045,1971
hsa04080,dr:D00549,Propofol,chemical_mesh_d015742,1980
hsa04080,dr:D00550,Midazolam,chemical_mesh_d008874,1951
hsa04080,dr:D00555,Amobarbital,chemical_mesh_d000654,1930
hsa04080,dr:D00560,Pimozide,chemical_mesh_d010868,1968
hsa04080,dr:D00561,sertindole,chemical_mesh_c066304,1990
hsa04080,dr:D00585,Mifepristone,chemical_mesh_d015735,1982
hsa04080,dr:D00597,Acebutolol,chemical_mesh_d000070,1947
hsa04080,dr:D00598,Betaxolol,chemical_mesh_d015784,1979
hsa04080,dr:D00599,Carteolol,chemical_mesh_d002354,1974
hsa04080,dr:D00600,Labetalol,chemical_mesh_d007741,1971
hsa04080,dr:D00601,Metoprolol,chemical_mesh_d008790,1974
hsa04080,dr:D00602,Penbutolol,chemical_mesh_d010394,1972
hsa04080,dr:D00605,Guanabenz,chemical_mesh_d006143,1969
hsa04080,dr:D00606,Guanfacine,chemical_mesh_d016316,1977
hsa04080,dr:D00607,guanadrel,chemical_mesh_c004945,1969
hsa04080,dr:D00608,Doxazosin,chemical_mesh_d017292,1980
hsa04080,dr:D00609,Prazosin,chemical_mesh_d011224,1970
hsa04080,dr:D00610,Terazosin,chemical_mesh_c041226,1981
hsa04080,dr:D00612,trimethaphan camsylate,chemical_mesh_c017774,1953
hsa04080,dr:D00613,Fenoldopam,chemical_mesh_d018818,1982
hsa04080,dr:D00626,candesartan cilexetil,chemical_mesh_c077793,1877
hsa04080,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04080,dr:D00633,Dopamine,chemical_mesh_d004298,1941
hsa04080,dr:D00634,Bisoprolol,chemical_mesh_d017298,1984
hsa04080,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04080,dr:D00644,esmolol,chemical_mesh_c036604,1982
hsa04080,dr:D00659,azelastine,chemical_mesh_c020976,1979
hsa04080,dr:D00662,azatadine,chemical_mesh_c006656,1972
hsa04080,dr:D00663,Brompheniramine,chemical_mesh_d001977,1958
hsa04080,dr:D00664,Cetirizine,chemical_mesh_d017332,1987
hsa04080,dr:D00665,Chlorpheniramine,chemical_mesh_d002744,1879
hsa04080,dr:D00668,dexchlorpheniramine,chemical_mesh_c018904,1959
hsa04080,dr:D00671,fexofenadine,chemical_mesh_c093230,1996
hsa04080,dr:D00672,Hydroxyzine,chemical_mesh_d006919,1956
hsa04080,dr:D00674,naratriptan,chemical_mesh_c106783,1996
hsa04080,dr:D00675,rizatriptan,chemical_mesh_c093622,1994
hsa04080,dr:D00680,Methylergonovine,chemical_mesh_d008755,1945
hsa04080,dr:D00681,Methysergide,chemical_mesh_d008784,1960
hsa04080,dr:D00682,carboprost tromethamine,chemical_mesh_c062843,1978
hsa04080,dr:D00683,Albuterol,chemical_mesh_d000420,1969
hsa04080,dr:D00684,bitolterol,chemical_mesh_c011685,1975
hsa04080,dr:D00685,Metaproterenol,chemical_mesh_d009921,1961
hsa04080,dr:D00686,pirbuterol,chemical_mesh_c009118,1974
hsa04080,dr:D00688,Terbutaline,chemical_mesh_d013726,1970
hsa04080,dr:D00689,Beclomethasone,chemical_mesh_d001507,1967
hsa04080,dr:D00691,Dyphylline,chemical_mesh_d004400,1946
hsa04080,dr:D00694,Clorazepate Dipotassium,chemical_mesh_d003009,1968
hsa04080,dr:D00697,Flumazenil,chemical_mesh_d005442,1981
hsa04080,dr:D00699,secbutabarbital,chemical_mesh_c084833,1948
hsa04080,dr:D00700,Mephobarbital,chemical_mesh_d008618,1950
hsa04080,dr:D00702,Buspirone,chemical_mesh_d002065,1975
hsa04080,dr:D00711,Ketamine,chemical_mesh_d007649,1965
hsa04080,dr:D00712,Methohexital,chemical_mesh_d008723,1958
hsa04080,dr:D00713,Thiamylal,chemical_mesh_d013840,1947
hsa04080,dr:D00714,Thiopental,chemical_mesh_d013874,1936
hsa04080,dr:D00716,clidinium,chemical_mesh_c054940,1957
hsa04080,dr:D00717,Dicyclomine,chemical_mesh_d004025,1951
hsa04080,dr:D00726,Metoclopramide,chemical_mesh_d008787,1964
hsa04080,dr:D00729,Loperamide,chemical_mesh_d008139,1972
hsa04080,dr:D00743,Naphazoline,chemical_mesh_d009278,1947
hsa04080,dr:D00751,Methylprednisolone Hemisuccinate,chemical_mesh_d008776,1960
hsa04080,dr:D00757,xylometazoline,chemical_mesh_c009695,1955
hsa04080,dr:D00758,Atracurium,chemical_mesh_d001279,1981
hsa04080,dr:D00759,cisatracurium,chemical_mesh_c101584,1995
hsa04080,dr:D00760,doxacurium,chemical_mesh_c049429,1988
hsa04080,dr:D00761,metocurine,chemical_mesh_c032943,1950
hsa04080,dr:D00764,Pipecuronium,chemical_mesh_d017300,1978
hsa04080,dr:D00766,Succinylcholine,chemical_mesh_d013390,1950
hsa04080,dr:D00767,Vecuronium Bromide,chemical_mesh_d014673,1979
hsa04080,dr:D00774,Orphenadrine,chemical_mesh_d009966,1958
hsa04080,dr:D00775,Riluzole,chemical_mesh_d019782,1985
hsa04080,dr:D00776,tizanidine,chemical_mesh_c023754,1977
hsa04080,dr:D00777,Amantadine,chemical_mesh_d000547,1963
hsa04080,dr:D00778,Benztropine,chemical_mesh_d001590,1956
hsa04080,dr:D00779,Biperiden,chemical_mesh_d001712,1955
hsa04080,dr:D00780,Bromocriptine,chemical_mesh_d001971,1970
hsa04080,dr:D00782,Procyclidine,chemical_mesh_d011352,1952
hsa04080,dr:D00784,ropinirole,chemical_mesh_c046649,1985
hsa04080,dr:D00787,Trihexyphenidyl,chemical_mesh_d014282,1949
hsa04080,dr:D00790,Chlorprothixene,chemical_mesh_d002749,1959
hsa04080,dr:D00791,Fluphenazine,chemical_mesh_d005476,1959
hsa04080,dr:D00792,fluphenazine enanthate,chemical_mesh_c017610,1962
hsa04080,dr:D00793,fluphenazine depot,chemical_mesh_c011825,1968
hsa04080,dr:D00794,Loxapine,chemical_mesh_d008152,1969
hsa04080,dr:D00796,Molindone,chemical_mesh_d008972,1967
hsa04080,dr:D00797,Promazine,chemical_mesh_d011395,1955
hsa04080,dr:D00799,Trifluoperazine,chemical_mesh_d014268,1958
hsa04080,dr:D00814,Doxepin,chemical_mesh_d004316,1964
hsa04080,dr:D00819,nefazodone,chemical_mesh_c051752,1989
hsa04080,dr:D00820,Trazodone,chemical_mesh_d014196,1970
hsa04080,dr:D00835,Alfentanil,chemical_mesh_d015760,1979
hsa04080,dr:D00836,Buprenorphine,chemical_mesh_d002047,1974
hsa04080,dr:D00837,Butorphanol,chemical_mesh_d002077,1974
hsa04080,dr:D00838,dezocine,chemical_mesh_c010827,1975
hsa04080,dr:D00839,Hydromorphone,chemical_mesh_d004091,1937
hsa04080,dr:D00840,Methadyl Acetate,chemical_mesh_d008692,1952
hsa04080,dr:D00842,Morphine,chemical_mesh_d009020,1826
hsa04080,dr:D00843,Nalbuphine,chemical_mesh_d009266,1970
hsa04080,dr:D00844,Oxymorphone,chemical_mesh_d010111,1956
hsa04080,dr:D00845,Sufentanil,chemical_mesh_d017409,1976
hsa04080,dr:D00847,Oxycodone,chemical_mesh_d010098,1950
hsa04080,dr:D00848,Dextromethorphan,chemical_mesh_d003915,1954
hsa04080,dr:D00972,betamethasone sodium phosphate,chemical_mesh_c028994,1962
hsa04080,dr:D00973,Cortisone,chemical_mesh_d003348,1949
hsa04080,dr:D00975,dexamethasone 21-phosphate,chemical_mesh_c004180,1959
hsa04080,dr:D00977,hydrocortisone sodium phosphate,chemical_mesh_c039803,1959
hsa04080,dr:D00978,hydrocortisone hemisuccinate,chemical_mesh_c007133,1956
hsa04080,dr:D00980,prednisolone acetate,chemical_mesh_c009935,1957
hsa04080,dr:D00981,prednisolone phosphate,chemical_mesh_c009022,1959
hsa04080,dr:D00983,Triamcinolone Acetonide,chemical_mesh_d014222,1958
hsa04080,dr:D00984,triamcinolone diacetate,chemical_mesh_c030262,1958
hsa04080,dr:D00985,triamcinolone hexacetonide,chemical_mesh_c005900,1967
hsa04080,dr:D00997,Tolazoline,chemical_mesh_d014043,1945
hsa04080,dr:D00999,Acetylcholine,chemical_mesh_d000109,1914
hsa04080,dr:D01000,Bethanechol,chemical_mesh_d018723,1947
hsa04080,dr:D01002,Cyclopentolate,chemical_mesh_d003519,1961
hsa04080,dr:D01004,homatropine,chemical_mesh_c100236,1889
hsa04080,dr:D01005,isopropamide iodide,chemical_mesh_c084831,1957
hsa04080,dr:D01006,oxyphencyclimine,chemical_mesh_c100201,1959
hsa04080,dr:D01007,propiverine,chemical_mesh_c015586,1957
hsa04080,dr:D01008,apraclonidine,chemical_mesh_c016986,1978
hsa04080,dr:D01010,Thyroxine,chemical_mesh_d013974,1921
hsa04080,dr:D01011,Triiodothyronine,chemical_mesh_d014284,1952
hsa04080,dr:D01017,dipivefrin,chemical_mesh_c015173,1976
hsa04080,dr:D01019,Metaraminol,chemical_mesh_d008680,1952
hsa04080,dr:D01020,Methoxamine,chemical_mesh_d008729,1949
hsa04080,dr:D01022,Oxymetazoline,chemical_mesh_d010109,1965
hsa04080,dr:D01023,tetrahydrozoline,chemical_mesh_c005810,1954
hsa04080,dr:D01025,Levobunolol,chemical_mesh_d002040,1957
hsa04080,dr:D01026,Sotalol,chemical_mesh_d013015,1967
hsa04080,dr:D01044,Flupenthixol,chemical_mesh_d005475,1964
hsa04080,dr:D01051,Spiperone,chemical_mesh_d013134,1963
hsa04080,dr:D01071,Hexobarbital,chemical_mesh_d006591,1934
hsa04080,dr:D01077,methylatropine,chemical_mesh_c006649,1936
hsa04080,dr:D01101,bromperidol,chemical_mesh_c006820,1974
hsa04080,dr:D01105,moperone,chemical_mesh_c005209,1962
hsa04080,dr:D01117,mizolastine,chemical_mesh_c076170,1992
hsa04080,dr:D01118,profenamine,chemical_mesh_c084820,1950
hsa04080,dr:D01123,seratrodast,chemical_mesh_c060230,1989
hsa04080,dr:D01128,ramatroban,chemical_mesh_c063119,1989
hsa04080,dr:D01130,Thiethylperazine,chemical_mesh_d013847,1961
hsa04080,dr:D01131,lafutidine,chemical_mesh_c076948,1992
hsa04080,dr:D01150,methyprylon,chemical_mesh_c084583,1955
hsa04080,dr:D01163,Ergonovine,chemical_mesh_d004874,1936
hsa04080,dr:D01171,monatepil,chemical_mesh_c067818,1990
hsa04080,dr:D01172,diphenylpyraline,chemical_mesh_c009871,1951
hsa04080,dr:D01174,Pheniramine,chemical_mesh_d010632,1948
hsa04080,dr:D01176,blonanserin,chemical_mesh_c079310,1993
hsa04080,dr:D01182,Alprenolol,chemical_mesh_d000526,1968
hsa04080,dr:D01187,Betazole,chemical_mesh_d001625,1952
hsa04080,dr:D01224,Phenylpropanolamine,chemical_mesh_d010665,1928
hsa04080,dr:D01226,Sulpiride,chemical_mesh_d013469,1967
hsa04080,dr:D01229,paramethasone acetate,chemical_mesh_c032128,1961
hsa04080,dr:D01230,Flunitrazepam,chemical_mesh_d005445,1971
hsa04080,dr:D01236,conivaptan,chemical_mesh_c106389,1997
hsa04080,dr:D01245,Bromazepam,chemical_mesh_d001960,1966
hsa04080,dr:D01254,tofisopam,chemical_mesh_c012582,1975
hsa04080,dr:D01263,Ritodrine,chemical_mesh_d012312,1969
hsa04080,dr:D01266,difluprednate,chemical_mesh_c015808,1977
hsa04080,dr:D01268,cloxazolam,chemical_mesh_c005522,1972
hsa04080,dr:D01272,Clobetasol,chemical_mesh_d002990,1974
hsa04080,dr:D01273,clobetasone butyrate,chemical_mesh_c010893,1975
hsa04080,dr:D01277,Droxidopa,chemical_mesh_d015103,1948
hsa04080,dr:D01278,oxazolam,chemical_mesh_c000425,1970
hsa04080,dr:D01279,flutoprazepam,chemical_mesh_c029163,1980
hsa04080,dr:D01286,flutazolam,chemical_mesh_c013367,1976
hsa04080,dr:D01290,Nicergoline,chemical_mesh_d009530,1971
hsa04080,dr:D01292,Medazepam,chemical_mesh_d008472,1966
hsa04080,dr:D01293,ethyl loflazepate,chemical_mesh_c029617,1980
hsa04080,dr:D01295,Cinnarizine,chemical_mesh_d002936,1960
hsa04080,dr:D01297,Pirenzepine,chemical_mesh_d010890,1977
hsa04080,dr:D01307,Midodrine,chemical_mesh_d008879,1973
hsa04080,dr:D01308,Halcinonide,chemical_mesh_d006206,1974
hsa04080,dr:D01316,mexazolam,chemical_mesh_c014262,1977
hsa04080,dr:D01317,Meclizine,chemical_mesh_d008468,1954
hsa04080,dr:D01318,diphenidol,chemical_mesh_c004858,1965
hsa04080,dr:D01321,zotepine,chemical_mesh_c022172,1979
hsa04080,dr:D01324,mequitazine,chemical_mesh_c006069,1975
hsa04080,dr:D01327,diflorasone,chemical_mesh_c014477,1976
hsa04080,dr:D01328,clotiazepam,chemical_mesh_c084599,1972
hsa04080,dr:D01332,Ketotifen,chemical_mesh_d007665,1977
hsa04080,dr:D01333,urapidil,chemical_mesh_c015568,1977
hsa04080,dr:D01336,carbinoxamine,chemical_mesh_c004649,1955
hsa04080,dr:D01340,Naloxone,chemical_mesh_d009270,1965
hsa04080,dr:D01343,Dimethindene,chemical_mesh_d004115,1960
hsa04080,dr:D01347,tramazoline,chemical_mesh_c005370,1964
hsa04080,dr:D01348,dironyl,chemical_mesh_c006208,1974
hsa04080,dr:D01352,dinoprost tromethamine,chemical_mesh_c010714,1973
hsa04080,dr:D01354,fludiazepam,chemical_mesh_c006107,1974
hsa04080,dr:D01355,Tramadol,chemical_mesh_d014147,1969
hsa04080,dr:D01357,Betamethasone Valerate,chemical_mesh_d001624,1964
hsa04080,dr:D01358,Mianserin,chemical_mesh_d008803,1971
hsa04080,dr:D01360,Clenbuterol,chemical_mesh_d002976,1972
hsa04080,dr:D01362,tulobuterol,chemical_mesh_c010809,1975
hsa04080,dr:D01367,Fluorometholone,chemical_mesh_d005469,1959
hsa04080,dr:D01369,bevantolol,chemical_mesh_c021148,1975
hsa04080,dr:D01372,zopiclone,chemical_mesh_c515050,1979
hsa04080,dr:D01377,pyrodifenium bromide,chemical_mesh_c084641,1967
hsa04080,dr:D01382,metharbital,chemical_mesh_c084822,1953
hsa04080,dr:D01383,Meperidine,chemical_mesh_d008614,1942
hsa04080,dr:D01385,ibudilast,chemical_mesh_c038366,1983
hsa04080,dr:D01387,amcinonide,chemical_mesh_c012716,1976
hsa04080,dr:D01390,Isoproterenol,chemical_mesh_d007545,1946
hsa04080,dr:D01402,betamethasone acetate,chemical_mesh_c580789,1965
hsa04080,dr:D01405,norfenefrine,chemical_mesh_c005310,1953
hsa04080,dr:D01412,Perazine,chemical_mesh_d010464,1959
hsa04080,dr:D01428,Fenoterol,chemical_mesh_d005280,1968
hsa04080,dr:D01444,bunitrolol,chemical_mesh_c084811,1971
hsa04080,dr:D01445,ifenprodil,chemical_mesh_c010739,1974
hsa04080,dr:D01447,thioproperazine,chemical_mesh_c084825,1959
hsa04080,dr:D01452,isopropyl unoprostone,chemical_mesh_c072630,1991
hsa04080,dr:D01454,Bupranolol,chemical_mesh_d002046,1969
hsa04080,dr:D01462,Lisuride,chemical_mesh_d008090,1963
hsa04080,dr:D01464,flumethasone pivalate,chemical_mesh_c005565,1954
hsa04080,dr:D01467,TZU 0460,chemical_mesh_c045914,1984
hsa04080,dr:D01468,nemonapride,chemical_mesh_c030265,1981
hsa04080,dr:D01469,amosulalol,chemical_mesh_c032473,1981
hsa04080,dr:D01477,Opipramol,chemical_mesh_d009888,1961
hsa04080,dr:D01478,ebastine,chemical_mesh_c058249,1968
hsa04080,dr:D01482,pipamperone,chemical_mesh_c005569,1961
hsa04080,dr:D01485,periciazine,chemical_mesh_c084584,1963
hsa04080,dr:D01500,Trimebutine,chemical_mesh_d014287,1971
hsa04080,dr:D01504,bufetolol,chemical_mesh_c100228,1972
hsa04080,dr:D01505,talipexole,chemical_mesh_c024763,1981
hsa04080,dr:D01512,befunolol,chemical_mesh_c006034,1974
hsa04080,dr:D01514,etizolam,chemical_mesh_c044610,1974
hsa04080,dr:D01522,Tiapride Hydrochloride,chemical_mesh_d063325,1962
hsa04080,dr:D01537,xaliproden,chemical_mesh_c462299,1993
hsa04080,dr:D01551,beraprost,chemical_mesh_c048081,1985
hsa04080,dr:D01564,rilmazafone,chemical_mesh_c041075,1984
hsa04080,dr:D01571,Moxisylyte,chemical_mesh_d013948,1965
hsa04080,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04080,dr:D01592,Betahistine,chemical_mesh_d001621,1963
hsa04080,dr:D01593,nimetazepam,chemical_mesh_c002714,1972
hsa04080,dr:D01603,Bethanidine,chemical_mesh_d001627,1964
hsa04080,dr:D01615,dexamethasone 21-palmitate,chemical_mesh_c035081,1982
hsa04080,dr:D01619,hydrocortisone-17-butyrate,chemical_mesh_c007975,1970
hsa04080,dr:D01624,sarpogrelate,chemical_mesh_c064294,1990
hsa04080,dr:D01631,Pentagastrin,chemical_mesh_d010418,1967
hsa04080,dr:D01635,methoxyphenamine,chemical_mesh_c005157,1948
hsa04080,dr:D01637,"betamethasone-17,21-dipropionate",chemical_mesh_c011175,1972
hsa04080,dr:D01652,WEB 2086,chemical_mesh_c052518,1979
hsa04080,dr:D01654,bepotastine besilate,chemical_mesh_c511534,2003
hsa04080,dr:D01657,lormetazepam,chemical_mesh_c023842,1978
hsa04080,dr:D01674,naftopidil,chemical_mesh_c064357,1990
