hsa,kegg_id,drug_name,drug_concept
hsa04022,dr:D00302,Dipyridamole,Chemical_MESH_D004176
hsa04022,dr:D00371,Theophylline,Chemical_MESH_D013806
hsa04022,dr:D00378,Timolol,Chemical_MESH_D013999
hsa04022,dr:D00405,Methyldopa,Chemical_MESH_D008750
hsa04022,dr:D00417,Milrinone,Chemical_MESH_D020105
hsa04022,dr:D00432,Nadolol,Chemical_MESH_D009248
hsa04022,dr:D00598,Betaxolol,Chemical_MESH_D015784
hsa04022,dr:D00599,Carteolol,Chemical_MESH_D002354
hsa04022,dr:D00600,Labetalol,Chemical_MESH_D007741
hsa04022,dr:D00606,Guanfacine,Chemical_MESH_D016316
hsa04022,dr:D00610,Terazosin,Chemical_MESH_C041226
hsa04022,dr:D00631,Bepridil,Chemical_MESH_D015764
hsa04022,dr:D00632,Dobutamine,Chemical_MESH_D004280
hsa04022,dr:D00634,Bisoprolol,Chemical_MESH_D017298
hsa04022,dr:D00636,Amiodarone,Chemical_MESH_D000638
hsa04022,dr:D00680,Methylergonovine,Chemical_MESH_D008755
hsa04022,dr:D01163,Ergonovine,Chemical_MESH_D004874
hsa04022,dr:D01220,Trapidil,Chemical_MESH_D014192
hsa04022,dr:D01238,Bucladesine,Chemical_MESH_D003994
hsa04022,dr:D01385,ibudilast,Chemical_MESH_C038366
hsa04022,dr:D01469,amosulalol,Chemical_MESH_C032473
hsa04022,dr:D01573,Etilefrine,Chemical_MESH_D005039
hsa04022,dr:D01691,nipradilol,Chemical_MESH_C036089
hsa04022,dr:D01692,alfuzosin,Chemical_MESH_C047638
hsa04022,dr:D01771,proxyphylline,Chemical_MESH_C003237
hsa04022,dr:D01810,Nicorandil,Chemical_MESH_D020108
hsa04022,dr:D01830,arotinolol,Chemical_MESH_C024523
hsa04022,dr:D01840,fasudil,Chemical_MESH_C049347
hsa04022,dr:D01965,silodosin,Chemical_MESH_C095285
hsa04022,dr:D02017,cholinophyllin,Chemical_MESH_C012839
hsa04022,dr:D02218,Papaverine,Chemical_MESH_D010208
hsa04022,dr:D02774,adrenalone,Chemical_MESH_C040224
hsa04022,dr:D02976,arbutamine,Chemical_MESH_C076559
hsa04022,dr:D03051,bamifylline,Chemical_MESH_C006683
hsa04022,dr:D03177,Bunolol,Chemical_MESH_D064805
hsa04022,dr:D03217,avanafil,Chemical_MESH_C553414
hsa04022,dr:D03891,dopexamine,Chemical_MESH_C046318
hsa04022,dr:D03898,doxofylline,Chemical_MESH_C029797
hsa04022,dr:D04004,Enoximone,Chemical_MESH_D017335
hsa04022,dr:D04508,imazodan,Chemical_MESH_C042527
hsa04022,dr:D04529,indolidan,Chemical_MESH_C050325
hsa04022,dr:D04628,sulmazole,Chemical_MESH_C029758
hsa04022,dr:D04751,lixazinone,Chemical_MESH_C049443
hsa04022,dr:D05087,moxonidine,Chemical_MESH_C043482
hsa04022,dr:D05514,piroximone,Chemical_MESH_C039686
hsa04022,dr:D05688,Racepinephrine,Chemical_MESH_D064705
hsa04022,dr:D05879,solabegron,Chemical_MESH_C523977
hsa04022,dr:D06562,bedoradrine,Chemical_MESH_C425888
hsa04022,dr:D06671,Yohimbine,Chemical_MESH_D015016
hsa04022,dr:D07181,mepindolol,Chemical_MESH_C015340
hsa04022,dr:D07906,Ergotamine,Chemical_MESH_D004878
hsa04022,dr:D08078,indenolol,Chemical_MESH_C002989
hsa04022,dr:D10027,udenafil,Chemical_MESH_C419664
hsa04022,dr:D10971,N(6)-(3-iodobenzyl)-5'-N-methylcarboxamidoadenosine,Chemical_MESH_C084956
hsa04022,dr:D11128,2-chloro-N(6)-(3-iodobenzyl)adenosine-5'-N-methyluronamide,Chemical_MESH_C090034
hsa04022,dr:D11320,vatinoxan,Chemical_MESH_C055732
hsa04022,dr:D11743,ensifentrine,Chemical_MESH_C512996
hsa04024,dr:D00095,Epinephrine,Chemical_MESH_D004837
hsa04024,dr:D00138,Scopolamine,Chemical_MESH_D012601
hsa04024,dr:D00227,Aminophylline,Chemical_MESH_D000628
hsa04024,dr:D00231,Amrinone,Chemical_MESH_D000676
hsa04024,dr:D00241,Baclofen,Chemical_MESH_D001418
hsa04024,dr:D00302,Dipyridamole,Chemical_MESH_D004176
hsa04024,dr:D00371,Theophylline,Chemical_MESH_D013806
hsa04024,dr:D00378,Timolol,Chemical_MESH_D013999
hsa04024,dr:D00417,Milrinone,Chemical_MESH_D020105
hsa04024,dr:D00419,Misoprostol,Chemical_MESH_D016595
hsa04024,dr:D00432,Nadolol,Chemical_MESH_D009248
hsa04024,dr:D00442,Octreotide,Chemical_MESH_D015282
hsa04024,dr:D00481,Propantheline,Chemical_MESH_D011413
hsa04024,dr:D00528,Caffeine,Chemical_MESH_D002110
hsa04024,dr:D00598,Betaxolol,Chemical_MESH_D015784
hsa04024,dr:D00599,Carteolol,Chemical_MESH_D002354
hsa04024,dr:D00600,Labetalol,Chemical_MESH_D007741
hsa04024,dr:D00616,Diltiazem,Chemical_MESH_D004110
hsa04024,dr:D00631,Bepridil,Chemical_MESH_D015764
hsa04024,dr:D00632,Dobutamine,Chemical_MESH_D004280
hsa04024,dr:D00634,Bisoprolol,Chemical_MESH_D017298
hsa04024,dr:D00636,Amiodarone,Chemical_MESH_D000638
hsa04024,dr:D00683,Albuterol,Chemical_MESH_D000420
hsa04024,dr:D00684,bitolterol,Chemical_MESH_C011685
hsa04024,dr:D00685,Metaproterenol,Chemical_MESH_D009921
hsa04024,dr:D00686,pirbuterol,Chemical_MESH_C009118
hsa04024,dr:D00688,Terbutaline,Chemical_MESH_D013726
hsa04024,dr:D00691,Dyphylline,Chemical_MESH_D004400
hsa04024,dr:D00717,Dicyclomine,Chemical_MESH_D004025
hsa04024,dr:D00718,Flavoxate,Chemical_MESH_D005422
hsa04024,dr:D01006,oxyphencyclimine,Chemical_MESH_C100201
hsa04024,dr:D01133,pimobendan,Chemical_MESH_C041648
hsa04024,dr:D01165,piperidolate,Chemical_MESH_C010293
hsa04024,dr:D01171,monatepil,Chemical_MESH_C067818
hsa04024,dr:D01201,tiemonium iodide,Chemical_MESH_C003602
hsa04024,dr:D01220,Trapidil,Chemical_MESH_D014192
hsa04024,dr:D01238,Bucladesine,Chemical_MESH_D003994
hsa04024,dr:D01263,Ritodrine,Chemical_MESH_D012312
hsa04024,dr:D01360,Clenbuterol,Chemical_MESH_D002976
hsa04024,dr:D01362,tulobuterol,Chemical_MESH_C010809
hsa04024,dr:D01377,pyrodifenium bromide,Chemical_MESH_C084641
hsa04024,dr:D01385,ibudilast,Chemical_MESH_C038366
hsa04024,dr:D01428,Fenoterol,Chemical_MESH_D005280
hsa04024,dr:D01469,amosulalol,Chemical_MESH_C032473
hsa04024,dr:D01573,Etilefrine,Chemical_MESH_D005039
hsa04024,dr:D01630,propentofylline,Chemical_MESH_C032114
hsa04024,dr:D01635,methoxyphenamine,Chemical_MESH_C005157
hsa04024,dr:D01691,nipradilol,Chemical_MESH_C036089
hsa04024,dr:D01697,Colforsin,Chemical_MESH_D005576
hsa04024,dr:D01704,Cilomilast,Chemical_MESH_C433247
hsa04024,dr:D01771,proxyphylline,Chemical_MESH_C003237
hsa04024,dr:D01783,Rolipram,Chemical_MESH_D020889
hsa04024,dr:D01830,arotinolol,Chemical_MESH_C024523
hsa04024,dr:D01891,Enprostil,Chemical_MESH_D016620
hsa04024,dr:D01903,docarpamine,Chemical_MESH_C052143
hsa04024,dr:D01978,Tretoquinol,Chemical_MESH_D014213
hsa04024,dr:D02017,cholinophyllin,Chemical_MESH_C012839
hsa04024,dr:D02212,Ipratropium,Chemical_MESH_D009241
hsa04024,dr:D02218,Papaverine,Chemical_MESH_D010208
hsa04024,dr:D02281,Levalbuterol,Chemical_MESH_D064412
hsa04024,dr:D02396,Hexoprenaline,Chemical_MESH_D006594
hsa04024,dr:D02404,Procaterol,Chemical_MESH_D017265
hsa04024,dr:D02655,Etazolate,Chemical_MESH_D004974
hsa04024,dr:D02976,arbutamine,Chemical_MESH_C076559
hsa04024,dr:D03051,bamifylline,Chemical_MESH_C006683
hsa04024,dr:D03075,bemoradan,Chemical_MESH_C062457
hsa04024,dr:D03088,benzilonium bromide,Chemical_MESH_C004460
hsa04024,dr:D03177,Bunolol,Chemical_MESH_D064805
hsa04024,dr:D03187,butaprost,Chemical_MESH_C048491
hsa04024,dr:D03516,cipamfylline,Chemical_MESH_C466758
hsa04024,dr:D03655,darodipine,Chemical_MESH_C034600
hsa04024,dr:D03891,dopexamine,Chemical_MESH_C046318
hsa04024,dr:D03898,doxofylline,Chemical_MESH_C029797
hsa04024,dr:D04004,Enoximone,Chemical_MESH_D017335
hsa04024,dr:D04006,enprofylline,Chemical_MESH_C034347
hsa04024,dr:D04026,epinephryl borate,Chemical_MESH_C018285
hsa04024,dr:D04072,etafedrine,Chemical_MESH_C007636
hsa04024,dr:D04185,filaminast,Chemical_MESH_C085988
hsa04024,dr:D04508,imazodan,Chemical_MESH_C042527
hsa04024,dr:D04529,indolidan,Chemical_MESH_C050325
hsa04024,dr:D04625,Isoetharine,Chemical_MESH_D007528
hsa04024,dr:D04628,sulmazole,Chemical_MESH_C029758
hsa04024,dr:D04751,lixazinone,Chemical_MESH_C049443
hsa04024,dr:D04868,mebeverine,Chemical_MESH_C005096
hsa04024,dr:D05278,phthalazinol,Chemical_MESH_C011329
hsa04024,dr:D05474,piclamilast,Chemical_MESH_C087566
hsa04024,dr:D05476,picumeterol,Chemical_MESH_C097635
hsa04024,dr:D05514,piroximone,Chemical_MESH_C039686
hsa04024,dr:D05612,prinoxodan,Chemical_MESH_C059401
hsa04024,dr:D05677,quinelorane,Chemical_MESH_C047726
hsa04024,dr:D05682,Quinpirole,Chemical_MESH_D019257
hsa04024,dr:D05688,Racepinephrine,Chemical_MESH_D064705
hsa04024,dr:D05711,regadenoson,Chemical_MESH_C430916
hsa04024,dr:D05718,reproterol,Chemical_MESH_C014792
hsa04024,dr:D05744,Roflumilast,Chemical_MESH_C424423
hsa04024,dr:D05812,seglitide,Chemical_MESH_C040968
hsa04024,dr:D05832,sibenadet,Chemical_MESH_C116267
hsa04024,dr:D05902,soterenol,Chemical_MESH_C100252
hsa04024,dr:D06132,tibenelast,Chemical_MESH_C063779
hsa04024,dr:D06374,zinterol,Chemical_MESH_C002904
hsa04024,dr:D06562,bedoradrine,Chemical_MESH_C425888
hsa04024,dr:D06877,Oxyphenonium,Chemical_MESH_D010115
hsa04024,dr:D07088,drotaverin,Chemical_MESH_C005317
hsa04024,dr:D07089,moxaverine,Chemical_MESH_C004490
hsa04024,dr:D07094,pinaverium,Chemical_MESH_C013199
hsa04024,dr:D07181,mepindolol,Chemical_MESH_C015340
hsa04024,dr:D07377,bambuterol,Chemical_MESH_C047766
hsa04024,dr:D07603,caffeine citrate,Chemical_MESH_C026189
hsa04024,dr:D07835,Dihydroergocryptine,Chemical_MESH_D025443
hsa04024,dr:D08078,indenolol,Chemical_MESH_C002989
hsa04024,dr:D08860,apremilast,Chemical_MESH_C505730
hsa04024,dr:D08861,arbaclofen placarbil,Chemical_MESH_C543531
hsa04024,dr:D09318,indacaterol,Chemical_MESH_C510790
hsa04024,dr:D09696,vilanterol,Chemical_MESH_C550468
hsa04024,dr:D09765,vorapaxar,Chemical_MESH_C530299
hsa04024,dr:D10020,olodaterol,Chemical_MESH_C549647
hsa04024,dr:D10219,"5-(2-((6-(2,2-difluoro-2-phenylethoxy)hexyl)amino)-1-hydroxyethyl)-8-hydroxyquinolin-2(1H)-one",Chemical_MESH_C576952
hsa04024,dr:D10545,batefenterol,Chemical_MESH_C588122
hsa04024,dr:D10562,macimorelin,Chemical_MESH_C582727
hsa04024,dr:D11102,tamolarizine,Chemical_MESH_C050134
hsa04024,dr:D11171,2-((4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy)methyl)quinoline,Chemical_MESH_C545121
hsa04024,dr:D11245,1-(2-fluoro-4-(1H-pyrazol-1-yl)phenyl)-5-methoxy-3-(1-phenyl-1H-pyrazol-5-yl)pyridazin-4(1H)-one,Chemical_MESH_C000594749
hsa04024,dr:D11305,"methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate",Chemical_MESH_C583128
hsa04024,dr:D11664,clazosentan,Chemical_MESH_C109641
hsa04024,dr:D11743,ensifentrine,Chemical_MESH_C512996
hsa04060,dr:D00754,Thalidomide,Chemical_MESH_D013792
hsa04060,dr:D01583,pirfenidone,Chemical_MESH_C093844
hsa04060,dr:D06297,vicriviroc,Chemical_MESH_C486781
hsa04060,dr:D06556,apilimod,Chemical_MESH_C504227
hsa04060,dr:D06557,ONO 4128,Chemical_MESH_C502183
hsa04060,dr:D08971,plerixafor,Chemical_MESH_C088327
hsa04060,dr:D08976,pomalidomide,Chemical_MESH_C467566
hsa04060,dr:D08984,reparixin,Chemical_MESH_C490707
hsa04060,dr:D09635,linifanib,Chemical_MESH_C513486
hsa04060,dr:D09878,cenicriviroc,Chemical_MESH_C506967
hsa04060,dr:D10306,avatrombopag,Chemical_MESH_C533238
hsa04060,dr:D10332,SB 656933,Chemical_MESH_C568923
hsa04060,dr:D10387,danirixin,Chemical_MESH_C581951
hsa04060,dr:D11510,mavorixafor,Chemical_MESH_C494414
hsa04061,dr:D06297,vicriviroc,Chemical_MESH_C486781
hsa04061,dr:D06557,ONO 4128,Chemical_MESH_C502183
hsa04061,dr:D09878,cenicriviroc,Chemical_MESH_C506967
hsa04062,dr:D03116,bindarit,Chemical_MESH_C079489
hsa04062,dr:D06182,5-(3-methylphenoxy)-2(1H)-pyrimidinone,Chemical_MESH_C576397
hsa04062,dr:D06297,vicriviroc,Chemical_MESH_C486781
hsa04062,dr:D06557,ONO 4128,Chemical_MESH_C502183
hsa04062,dr:D08971,plerixafor,Chemical_MESH_C088327
hsa04062,dr:D08984,reparixin,Chemical_MESH_C490707
hsa04062,dr:D09664,saracatinib,Chemical_MESH_C515233
hsa04062,dr:D09783,tofacitinib,Chemical_MESH_C479163
hsa04062,dr:D09878,cenicriviroc,Chemical_MESH_C506967
hsa04062,dr:D09959,ruxolitinib,Chemical_MESH_C540383
hsa04062,dr:D10308,baricitinib,Chemical_MESH_C000596027
hsa04062,dr:D10332,SB 656933,Chemical_MESH_C568923
hsa04062,dr:D10387,danirixin,Chemical_MESH_C581951
hsa04062,dr:D10618,defactinib,Chemical_MESH_C584510
hsa04062,dr:D11510,mavorixafor,Chemical_MESH_C494414
hsa04064,dr:D00754,Thalidomide,Chemical_MESH_D013792
hsa04064,dr:D01146,T 614,Chemical_MESH_C077313
hsa04064,dr:D09347,fostamatinib,Chemical_MESH_C523665
hsa04064,dr:D09730,olaparib,Chemical_MESH_C531550
hsa04064,dr:D11209,"6-(1H-indazol-6-yl)-N-(4-morpholinophenyl)imidazo(1,2-a)pyrazin-8-amine",Chemical_MESH_C000589391
hsa04066,dr:D10593,roxadustat,Chemical_MESH_C584543
hsa04066,dr:D11540,AKB-9778,Chemical_MESH_C000598564
hsa04070,dr:D11275,4-(4-(aminomethyl)-7a-methyl-1-methylideneoctahydro-1H-inden-5-yl)-3-(hydroxymethyl)-4-methylcyclohexan-1-ol,Chemical_MESH_C582990
hsa04070,dr:D11319,CUDC-907,Chemical_MESH_C576940
hsa04071,dr:D11215,ponesimod,Chemical_MESH_C550169
hsa04072,dr:D03938,ecopladib,Chemical_MESH_C519110
hsa04080,dr:D00045,Adenosine,Chemical_MESH_D000241
hsa04080,dr:D00058,gamma-Aminobutyric Acid,Chemical_MESH_D005680
hsa04080,dr:D00059,Levodopa,Chemical_MESH_D007980
hsa04080,dr:D00076,Norepinephrine,Chemical_MESH_D009638
hsa04080,dr:D00079,Dinoprostone,Chemical_MESH_D015232
hsa04080,dr:D00081,Dinoprost,Chemical_MESH_D015237
hsa04080,dr:D00088,Hydrocortisone,Chemical_MESH_D006854
hsa04080,dr:D00089,Oxytocin,Chemical_MESH_D010121
hsa04080,dr:D00095,Epinephrine,Chemical_MESH_D004837
hsa04080,dr:D00113,Atropine,Chemical_MESH_D001285
hsa04080,dr:D00124,Ephedrine,Chemical_MESH_D004809
hsa04080,dr:D00136,Haloperidol,Chemical_MESH_D006220
hsa04080,dr:D00138,Scopolamine,Chemical_MESH_D012601
hsa04080,dr:D00147,Hyoscyamine,Chemical_MESH_D064692
hsa04080,dr:D00165,hydrocortisone acetate,Chemical_MESH_C021650
hsa04080,dr:D00176,Thyrotropin-Releasing Hormone,Chemical_MESH_D013973
hsa04080,dr:D00180,Alprostadil,Chemical_MESH_D000527
hsa04080,dr:D00181,argatroban,Chemical_MESH_C031942
hsa04080,dr:D00193,dexpanthenol,Chemical_MESH_C007288
hsa04080,dr:D00225,Alprazolam,Chemical_MESH_D000525
hsa04080,dr:D00227,Aminophylline,Chemical_MESH_D000628
hsa04080,dr:D00232,octotropine methylbromide,Chemical_MESH_C100237
hsa04080,dr:D00234,Astemizole,Chemical_MESH_D016589
hsa04080,dr:D00235,Atenolol,Chemical_MESH_D001262
hsa04080,dr:D00241,Baclofen,Chemical_MESH_D001418
hsa04080,dr:D00244,Betamethasone,Chemical_MESH_D001623
hsa04080,dr:D00246,Budesonide,Chemical_MESH_D019819
hsa04080,dr:D00249,Calcitonin,Chemical_MESH_D002116
hsa04080,dr:D00250,Capsaicin,Chemical_MESH_D002211
hsa04080,dr:D00267,Chlordiazepoxide,Chemical_MESH_D002707
hsa04080,dr:D00270,Chlorpromazine,Chemical_MESH_D002746
hsa04080,dr:D00274,Cisapride,Chemical_MESH_D020117
hsa04080,dr:D00280,Clonazepam,Chemical_MESH_D002998
hsa04080,dr:D00281,Clonidine,Chemical_MESH_D003000
hsa04080,dr:D00283,Clozapine,Chemical_MESH_D003024
hsa04080,dr:D00284,Cosyntropin,Chemical_MESH_D003366
hsa04080,dr:D00291,Deamino Arginine Vasopressin,Chemical_MESH_D003894
hsa04080,dr:D00292,Dexamethasone,Chemical_MESH_D003907
hsa04080,dr:D00293,Diazepam,Chemical_MESH_D003975
hsa04080,dr:D00295,Cimetidine,Chemical_MESH_D002927
hsa04080,dr:D00300,Diphenhydramine,Chemical_MESH_D004155
hsa04080,dr:D00306,Dronabinol,Chemical_MESH_D013759
hsa04080,dr:D00308,Droperidol,Chemical_MESH_D004329
hsa04080,dr:D00311,Estazolam,Chemical_MESH_D004949
hsa04080,dr:D00318,Famotidine,Chemical_MESH_D015738
hsa04080,dr:D00320,Fentanyl,Chemical_MESH_D005283
hsa04080,dr:D00324,flunisolide,Chemical_MESH_C007734
hsa04080,dr:D00325,Fluocinonide,Chemical_MESH_D005447
hsa04080,dr:D00328,Flurandrenolone,Chemical_MESH_D005478
hsa04080,dr:D00329,Flurazepam,Chemical_MESH_D005479
hsa04080,dr:D00338,halazepam,Chemical_MESH_C010175
hsa04080,dr:D00357,Losartan,Chemical_MESH_D019808
hsa04080,dr:D00364,Loratadine,Chemical_MESH_D017336
hsa04080,dr:D00365,Lorazepam,Chemical_MESH_D008140
hsa04080,dr:D00366,Lypressin,Chemical_MESH_D008236
hsa04080,dr:D00370,Temazepam,Chemical_MESH_D013693
hsa04080,dr:D00371,Theophylline,Chemical_MESH_D013806
hsa04080,dr:D00373,Thioridazine,Chemical_MESH_D013881
hsa04080,dr:D00374,Thiothixene,Chemical_MESH_D013888
hsa04080,dr:D00376,Meprobamate,Chemical_MESH_D008620
hsa04080,dr:D00378,Timolol,Chemical_MESH_D013999
hsa04080,dr:D00385,Triamcinolone,Chemical_MESH_D014221
hsa04080,dr:D00387,Triazolam,Chemical_MESH_D014229
hsa04080,dr:D00390,Triflupromazine,Chemical_MESH_D014273
hsa04080,dr:D00397,Tropicamide,Chemical_MESH_D014331
hsa04080,dr:D00403,Methotrimeprazine,Chemical_MESH_D008728
hsa04080,dr:D00405,Methyldopa,Chemical_MESH_D008750
hsa04080,dr:D00407,Methylprednisolone,Chemical_MESH_D008775
hsa04080,dr:D00411,zafirlukast,Chemical_MESH_C062735
hsa04080,dr:D00415,zolmitriptan,Chemical_MESH_C089750
hsa04080,dr:D00419,Misoprostol,Chemical_MESH_D016595
hsa04080,dr:D00422,Ranitidine,Chemical_MESH_D011899
hsa04080,dr:D00426,Risperidone,Chemical_MESH_D018967
hsa04080,dr:D00430,Secobarbital,Chemical_MESH_D012631
hsa04080,dr:D00432,Nadolol,Chemical_MESH_D009248
hsa04080,dr:D00440,Nizatidine,Chemical_MESH_D016567
hsa04080,dr:D00442,Octreotide,Chemical_MESH_D015282
hsa04080,dr:D00451,Sumatriptan,Chemical_MESH_D018170
hsa04080,dr:D00457,quazepam,Chemical_MESH_C025130
hsa04080,dr:D00464,Oxazepam,Chemical_MESH_D010076
hsa04080,dr:D00465,oxybutynin,Chemical_MESH_C005419
hsa04080,dr:D00470,Prazepam,Chemical_MESH_D011222
hsa04080,dr:D00472,Prednisolone,Chemical_MESH_D011239
hsa04080,dr:D00479,Prochlorperazine,Chemical_MESH_D011346
hsa04080,dr:D00480,Promethazine,Chemical_MESH_D011398
hsa04080,dr:D00481,Propantheline,Chemical_MESH_D011413
hsa04080,dr:D00482,Dextropropoxyphene,Chemical_MESH_D011431
hsa04080,dr:D00483,Propranolol,Chemical_MESH_D011433
hsa04080,dr:D00485,Pseudoephedrine,Chemical_MESH_D054199
hsa04080,dr:D00492,Pancuronium,Chemical_MESH_D010197
hsa04080,dr:D00498,Pentazocine,Chemical_MESH_D010423
hsa04080,dr:D00499,Pentobarbital,Chemical_MESH_D010424
hsa04080,dr:D00502,Pergolide,Chemical_MESH_D010479
hsa04080,dr:D00503,Perphenazine,Chemical_MESH_D010546
hsa04080,dr:D00506,Phenobarbital,Chemical_MESH_D010634
hsa04080,dr:D00507,Phenoxybenzamine,Chemical_MESH_D010643
hsa04080,dr:D00509,Phentolamine,Chemical_MESH_D010646
hsa04080,dr:D00511,Phenylephrine,Chemical_MESH_D010656
hsa04080,dr:D00513,Pindolol,Chemical_MESH_D010869
hsa04080,dr:D00514,Dexmedetomidine,Chemical_MESH_D020927
hsa04080,dr:D00520,Dimenhydrinate,Chemical_MESH_D004111
hsa04080,dr:D00521,Terfenadine,Chemical_MESH_D016593
hsa04080,dr:D00522,candesartan,Chemical_MESH_C081643
hsa04080,dr:D00524,Carbachol,Chemical_MESH_D002217
hsa04080,dr:D00525,Pilocarpine,Chemical_MESH_D010862
hsa04080,dr:D00528,Caffeine,Chemical_MESH_D002110
hsa04080,dr:D00529,montelukast,Chemical_MESH_C093875
hsa04080,dr:D00530,zaleplon,Chemical_MESH_C085665
hsa04080,dr:D00531,Nitrazepam,Chemical_MESH_D009567
hsa04080,dr:D00532,Glutethimide,Chemical_MESH_D005984
hsa04080,dr:D00540,Glycopyrrolate,Chemical_MESH_D006024
hsa04080,dr:D00548,Etomidate,Chemical_MESH_D005045
hsa04080,dr:D00549,Propofol,Chemical_MESH_D015742
hsa04080,dr:D00550,Midazolam,Chemical_MESH_D008874
hsa04080,dr:D00555,Amobarbital,Chemical_MESH_D000654
hsa04080,dr:D00560,Pimozide,Chemical_MESH_D010868
hsa04080,dr:D00561,sertindole,Chemical_MESH_C066304
hsa04080,dr:D00573,Goserelin,Chemical_MESH_D017273
hsa04080,dr:D00585,Mifepristone,Chemical_MESH_D015735
hsa04080,dr:D00597,Acebutolol,Chemical_MESH_D000070
hsa04080,dr:D00598,Betaxolol,Chemical_MESH_D015784
hsa04080,dr:D00599,Carteolol,Chemical_MESH_D002354
hsa04080,dr:D00600,Labetalol,Chemical_MESH_D007741
hsa04080,dr:D00601,Metoprolol,Chemical_MESH_D008790
hsa04080,dr:D00602,Penbutolol,Chemical_MESH_D010394
hsa04080,dr:D00605,Guanabenz,Chemical_MESH_D006143
hsa04080,dr:D00606,Guanfacine,Chemical_MESH_D016316
hsa04080,dr:D00607,guanadrel,Chemical_MESH_C004945
hsa04080,dr:D00608,Doxazosin,Chemical_MESH_D017292
hsa04080,dr:D00609,Prazosin,Chemical_MESH_D011224
hsa04080,dr:D00610,Terazosin,Chemical_MESH_C041226
hsa04080,dr:D00612,trimethaphan camsylate,Chemical_MESH_C017774
hsa04080,dr:D00613,Fenoldopam,Chemical_MESH_D018818
hsa04080,dr:D00626,candesartan cilexetil,Chemical_MESH_C077793
hsa04080,dr:D00632,Dobutamine,Chemical_MESH_D004280
hsa04080,dr:D00633,Dopamine,Chemical_MESH_D004298
hsa04080,dr:D00634,Bisoprolol,Chemical_MESH_D017298
hsa04080,dr:D00636,Amiodarone,Chemical_MESH_D000638
hsa04080,dr:D00644,esmolol,Chemical_MESH_C036604
hsa04080,dr:D00659,azelastine,Chemical_MESH_C020976
hsa04080,dr:D00662,azatadine,Chemical_MESH_C006656
hsa04080,dr:D00663,Brompheniramine,Chemical_MESH_D001977
hsa04080,dr:D00664,Cetirizine,Chemical_MESH_D017332
hsa04080,dr:D00665,Chlorpheniramine,Chemical_MESH_D002744
hsa04080,dr:D00668,dexchlorpheniramine,Chemical_MESH_C018904
hsa04080,dr:D00671,fexofenadine,Chemical_MESH_C093230
hsa04080,dr:D00672,Hydroxyzine,Chemical_MESH_D006919
hsa04080,dr:D00674,naratriptan,Chemical_MESH_C106783
hsa04080,dr:D00675,rizatriptan,Chemical_MESH_C093622
hsa04080,dr:D00680,Methylergonovine,Chemical_MESH_D008755
hsa04080,dr:D00681,Methysergide,Chemical_MESH_D008784
hsa04080,dr:D00682,carboprost tromethamine,Chemical_MESH_C062843
hsa04080,dr:D00683,Albuterol,Chemical_MESH_D000420
hsa04080,dr:D00684,bitolterol,Chemical_MESH_C011685
hsa04080,dr:D00685,Metaproterenol,Chemical_MESH_D009921
hsa04080,dr:D00686,pirbuterol,Chemical_MESH_C009118
hsa04080,dr:D00688,Terbutaline,Chemical_MESH_D013726
hsa04080,dr:D00689,Beclomethasone,Chemical_MESH_D001507
hsa04080,dr:D00691,Dyphylline,Chemical_MESH_D004400
hsa04080,dr:D00694,Clorazepate Dipotassium,Chemical_MESH_D003009
hsa04080,dr:D00697,Flumazenil,Chemical_MESH_D005442
hsa04080,dr:D00698,allylpropymal,Chemical_MESH_C006470
hsa04080,dr:D00699,secbutabarbital,Chemical_MESH_C084833
hsa04080,dr:D00700,Mephobarbital,Chemical_MESH_D008618
hsa04080,dr:D00702,Buspirone,Chemical_MESH_D002065
hsa04080,dr:D00711,Ketamine,Chemical_MESH_D007649
hsa04080,dr:D00712,Methohexital,Chemical_MESH_D008723
hsa04080,dr:D00713,Thiamylal,Chemical_MESH_D013840
hsa04080,dr:D00714,Thiopental,Chemical_MESH_D013874
hsa04080,dr:D00716,clidinium,Chemical_MESH_C054940
hsa04080,dr:D00717,Dicyclomine,Chemical_MESH_D004025
hsa04080,dr:D00720,mepenzolic acid,Chemical_MESH_C005101
hsa04080,dr:D00723,tridihexethyl,Chemical_MESH_C005386
hsa04080,dr:D00726,Metoclopramide,Chemical_MESH_D008787
hsa04080,dr:D00729,Loperamide,Chemical_MESH_D008139
hsa04080,dr:D00743,Naphazoline,Chemical_MESH_D009278
hsa04080,dr:D00751,Methylprednisolone Hemisuccinate,Chemical_MESH_D008776
hsa04080,dr:D00757,xylometazoline,Chemical_MESH_C009695
hsa04080,dr:D00758,Atracurium,Chemical_MESH_D001279
hsa04080,dr:D00759,cisatracurium,Chemical_MESH_C101584
hsa04080,dr:D00760,doxacurium,Chemical_MESH_C049429
hsa04080,dr:D00761,metocurine,Chemical_MESH_C032943
hsa04080,dr:D00764,Pipecuronium,Chemical_MESH_D017300
hsa04080,dr:D00766,Succinylcholine,Chemical_MESH_D013390
hsa04080,dr:D00767,Vecuronium Bromide,Chemical_MESH_D014673
hsa04080,dr:D00774,Orphenadrine,Chemical_MESH_D009966
hsa04080,dr:D00775,Riluzole,Chemical_MESH_D019782
