kegg_id,name,chebi,pubchem_sid,pubchem_cid,mesh_headings,mesh_terms,mesh_id,conv_method,mesh_label,score
dr:D02156,Prednisolone hemisuccinate,chebi:135745,pubchem:7849217,656804,['prednisolone hemisuccinate'],"['Solu-Decortin-H', 'prednisolone sodium succinate', 'Solu-Delta-Cortef', 'prednisolone hemisuccinate', 'prednisolone 21-succinate sodium', 'prednisolone hemisuccinate, sodium salt, (11beta)-isomer']",C021322,exact_heading,prednisolone hemisuccinate,0.0
dr:D02162,Chlorprothixene hydrochloride,N/A,pubchem:7849223,5282478,[],[],N/A,failed,N/A,0.0
dr:D02163,Fluphenazine maleate,N/A,pubchem:7849224,5282479,[],[],N/A,failed,N/A,0.0
dr:D02165,Docetaxel,chebi:59809,pubchem:7849226,148123,['Docetaxel'],"['RP 56976', 'RP56976', 'docetaxel anhydrous', 'N Debenzoyl N tert butoxycarbonyl 10 deacetyltaxol', 'N-debenzoyl-N-tert-butoxycarbonyl-10-deacetyltaxol', 'RP-56976', 'Taxoltere metro', 'docetaxel', 'docetaxel hydrate', 'Taxotere', 'docetaxol', 'NSC 628503', 'docetaxel trihydrate']",N/A,failed,N/A,0.0
dr:D02166,Mitoxantrone hydrochloride,chebi:50727,pubchem:7849227,51082,['Mitoxantrone'],"['DHAQ', 'Mitoxantrone Acetate', 'Mitozantrone', 'NSC 299195', 'NSC-279836', 'NSC279836', 'NSC287836', 'NSC299195', 'NSC301739', 'Novantrone', 'Mitoxantrone', 'NSC 279836', 'NSC 301739', 'NSC-287836', 'NSC-299195', 'NSC-301739', 'NSC-301739D', 'Ralenova', 'Acetate, Mitoxantrone', 'CL 232325', 'CL-232325', 'NSC301739D', 'Novantron', 'Pralifan', 'CL232325', 'Hydrochloride, Mitoxantrone', 'Mitoxantrone Hydrochloride', 'Mitroxone', 'NSC 287836', 'NSC 301739D', 'Onkotrone']",D008942,exact_heading,Mitoxantrone,0.0
dr:D02168,Topotecan hydrochloride,N/A,pubchem:7849229,60699,['Topotecan'],"['Hydrochloride, Topotecan', 'SK and F 104864 A', 'SK and F-104864-A', 'SK and F104864A', 'SKF 104864 A', '9 Dimethylaminomethyl 10 hydroxycamptothecin', 'Topotecan Hydrochloride', '9-Dimethylaminomethyl-10-hydroxycamptothecin', 'Hycamtamine', 'NSC 609699', 'NSC-609699', 'NSC609699', 'Nogitecan Hydrochloride', 'SKF-104864-A', 'Topotecan', 'Topotecan Monohydrochloride, (S)-Isomer', 'Hycamtin', 'Hydrochloride, Nogitecan', 'SKF104864A']",D019772,exact_heading,Topotecan,0.0
dr:D02170,Indeloxazine hydrochloride,N/A,pubchem:7849231,47517,['indeloxazine'],"['YM 08054-1', 'indeloxazine hydrochloride, (+)-isomer', '2-(7-indenyloxymethyl)morpholine', 'YM-08054-1', 'indeloxazine, (+)-isomer', 'AS1069562', 'indeloxazine', 'indeloxazine hydrochloride']",C020852,exact_heading,indeloxazine,0.0
dr:D02173,Galantamine hydrobromide,N/A,pubchem:7849234,121587,['Galantamine'],"['Galanthamine', 'Lycoremine', 'Nivalin', 'Nivaline', 'Razadyne', 'Galantamin', 'Galanthamine Hydrobromide', 'Galantamine', 'Reminyl']",D005702,exact_heading,Galantamine,0.0
dr:D02174,Dexamethasone acetate,N/A,pubchem:7849235,656823,['dexamethasone acetate'],"['dexamethasone acetate', 'dexamethasone acetate, (6alpha,11beta)-isomer', 'Fortecortin']",C018038,exact_heading,dexamethasone acetate,0.0
dr:D02182,Cocaine hydrochloride,chebi:613010,pubchem:7849242,23724835,[],[],N/A,failed,N/A,0.0
dr:D02193,Echothiophate iodide,chebi:59849,pubchem:7849253,10547,['Echothiophate Iodide'],"['Echothiophate Iodide', 'Iodide, Ecothiophate', 'Iodide, Phospholine', 'Ecothiophate Iodide', 'Iodide, Echothiophate', 'Iodide, Ecothiopate', '2-((Diethoxyphosphinyl)thio)-N,N,N,-trimethylethanaminium iodide', 'Ecothiopate Iodide', 'Phospholine Iodide']",D004456,exact_heading,Echothiophate Iodide,0.0
dr:D02194,Cilastatin sodium,chebi:59511,pubchem:7849254,23663403,['Cilastatin'],"['MK 791', 'Salt, Cilastatin Monosodium', 'Cilastatin Monosodium Salt', 'Cilastatin Sodium', 'MK-791', 'MK791', 'Sodium, Cilastatin', 'Cilastatin', 'MK 0791', 'MK0791', 'Monosodium Salt, Cilastatin']",D015377,exact_heading,Cilastatin,0.0
dr:D02197,Vincristine sulfate,chebi:79401,pubchem:7849257,249332,['Vincristine'],"['Citomid', 'PFS, Vincasar', 'Vincristin medac', 'cellcristin', 'Vincasar', 'Vincristine', 'Vincristine Sulfate', 'Oncovin', 'Onkocristin', 'Sulfate, Vincristine', 'Farmistin', 'Leurocristine', 'Oncovine', 'Vincasar PFS', 'Vincristin Bristol', 'Vincrisul', 'Vintec']",D014750,exact_heading,Vincristine,0.0
dr:D02200,Pilocarpine hydrochloride,N/A,pubchem:7849260,5909,['Pilocarpine'],"['Isoptocarpine', 'Nitrate, Pilocarpine', 'Pilocarpine Hydrochloride', 'Isopilocarpine', 'Salagen', 'Hydrochloride, Pilocarpine', 'Ocusert', 'Pilocarpine', 'Pilocarpine Mononitrate, (3S-cis)-Isomer', 'Pilocarpine, Monohydrochloride, (3S-cis)-Isomer', 'Pilocarpine Nitrate']",D010862,exact_heading,Pilocarpine,0.0
dr:D02202,Lobeline hydrochloride,N/A,pubchem:7849262,101615,[],[],N/A,failed,N/A,0.0
dr:D02204,Hexamethonium bromide,N/A,pubchem:7849264,5938,['Hexamethonium'],"['Hexamethonium Bitartrate', 'Hexamethonium Dihydroxide', 'Hexamethonium Diperchlorate', 'Iodide, Hexamethonium', 'Dibromide, Hexamethonium', 'Diiodide, Hexamethonium', 'Bitartrate, Hexamethonium', 'Dihydroxide, Hexamethonium', 'Diperchlorate, Hexamethonium', 'Hexamethonium', 'Hexamethonium Chloride', 'Hexamethonium Diiodide', 'Hexamethonium Monotartrate', 'Hexonium', 'Bromide, Hexamethonium', 'Chloride, Hexamethonium', 'Depressin', 'Dibromide Dihydrate, Hexamethonium', 'Dichloride Dihydrate, Hexamethonium', 'Dihydrate, Hexamethonium Dibromide', 'Dihydrate, Hexamethonium Dichloride', 'Dimethylsulfate, Hexamethonium', 'Hexamethonium Bromide', 'Hexamethonium Dibromide', 'Hexamethonium Dibromide Dihydrate', 'Hexamethonium Dichloride Dihydrate', 'Hexamethonium Dimethylsulfate', 'Hexamethonium Iodide', 'Monotartrate, Hexamethonium']",D018738,exact_heading,Hexamethonium,0.0
dr:D02205,Ethylmorphine hydrochloride hydrate,N/A,pubchem:7849265,23724836,[],[],N/A,failed,N/A,0.0
dr:D02206,Buformin hydrochloride,N/A,pubchem:7849266,84976,['Buformin'],"['1-Butylbiguanide', 'Silubin', '1 Butylbiguanide', 'Retard, Silubin', 'Adebit', 'Buformin', 'Butylbiguanide', 'Gliporal', 'Silubin Retard']",D002026,exact_heading,Buformin,0.0
dr:D02207,Tubocurarine chloride,N/A,pubchem:7849267,23422,['Tubocurarine'],"['d-Tubocurare', 'Tubocurare', 'Tubocurarine', 'Tubocurarine Chloride', 'd-Tubocurarine']",D014403,exact_heading,Tubocurarine,0.0
dr:D02208,Sultopride hydrochloride,N/A,pubchem:7849268,3082221,['Amisulpride'],"['sultopride', 'LIN-1418', '4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide', 'DAN-2163', 'LIN 1418', 'N-(ethyl-1-pyrrolidinyl- 2-methyl)methoxy-2-ethylsulfonyl-5-benzamide', 'Solian', 'sultopride hydrochloride', 'Barnetil', 'DAN 2163', 'amisulpride']",N/A,failed,N/A,0.0
dr:D02211,Dihydroergotamine mesylate,chebi:59756,pubchem:7849271,71171,['Dihydroergotamine'],"['Clavigrenin', 'Dihydroergotamine', 'Migranal', 'Angionorm', 'D Tamin retard L.U.T.', 'D-Tamin retard L.U.T.', 'D.H.E. 45', 'DHE-Puren', 'Dihydroergotamine Sandoz', 'Ergomimet', 'Ikaran', 'Mesylate, Dihydroergotamine', 'Orstanorm', 'Seglor', 'DET MS', 'DHE 45', 'DHE Puren', 'DHE ratiopharm', 'DHE45', 'Dihydroergotamine Methanesulfonate', 'Ergont', 'Methanesulfonate, Dihydroergotamine', 'Von Ct, Ergotam', 'ergotam von ct', 'Agit', 'DHE-45', 'DHE-ratiopharm', 'Dihydergot', 'Dihydroergotamin AL', 'Dihydroergotamine Mesylate', 'Dihydroergotamine-Sandoz', 'Dihytamin', 'Erganton', 'Tamik', 'Verladyn']",D004087,exact_heading,Dihydroergotamine,0.0
dr:D02212,Ipratropium bromide,chebi:5957,pubchem:7849272,16738693,['Ipratropium'],"['(endo,syn)-(+-)-3-(3-Hydroxy-1-oxo-2-phenylpropoxy)-8-methyl-8-(1-methylethyl)-8-azoniabicyclo(3.2.1)octane', 'Atrovent', 'Ipratropium Bromide Monohydrate', 'N-Isopropylatropine', 'Sch-1000', 'Sch1000', 'Sch1178', 'Ipratropium Bromide, (exo,syn)-Isomer', 'Ipratropium Bromide, (endo,anti)-Isomer', 'Ipratropium Bromide, endo-Isomer', 'Itrop', 'N Isopropylatropine', 'Ipratropium', 'Ipratropium Bromide', 'Ipratropium Bromide Anhydrous', 'Sch 1000', 'Sch 1178', 'Sch-1178']",D009241,exact_heading,Ipratropium,0.0
dr:D02213,Metoclopramide hydrochloride,chebi:60906,pubchem:7849273,656838,['Metoclopramide'],"['Hydrochloride, Metoclopramide', 'Metoclopramide', 'Metoclopramide Hydrochloride', 'Metoclopramide Monohydrochloride', 'Metoclopramide Monohydrochloride, Monohydrate', 'Reglan', '4-Amino-5-chloro-N-(2-(diethylamino)ethyl)-2-methoxybenzamide', 'Cerucal', 'Dihydrochloride, Metoclopramide', 'Maxolon', 'Primperan', 'Metoclopramide Dihydrochloride', 'Monohydrochloride, Metoclopramide', 'Rimetin', 'Metaclopramide']",D008787,exact_heading,Metoclopramide,0.0
dr:D02214,Epirubicin hydrochloride,N/A,pubchem:7849274,65348,['Epirubicin'],"[""4' Epi Adriamycin"", ""4' Epi DXR"", ""4' Epidoxorubicin"", ""4'-Epi-DXR"", 'Epirubicin', 'Epirubicin Hydrochloride', 'Farmorubicin', 'Farmorubicine', 'NSC 256942', 'NSC-256942', 'NSC256942', 'Pharmorubicin', ""4' Epiadriamycin"", ""4'-Epi-Doxorubicin"", ""4'-Epiadriamycin"", ""4'-Epidoxorubicin"", 'Hydrochloride, Epirubicin', 'IMI-28', 'IMI28', ""4' Epi Doxorubicin"", ""4'-Epi-Adriamycin"", 'EPI cell', 'EPI-cell', 'EPIcell', 'Farmorubicina', 'Ellence', 'Epilem', 'IMI 28']",D015251,exact_heading,Epirubicin,0.0
dr:D02217,Raloxifene hydrochloride,chebi:50740,pubchem:7849276,54900,['Raloxifene Hydrochloride'],"['Keoxifene', 'LY139481', 'Raloxifene HCl', 'LY 156758', 'LY-156758', 'Raloxifene', 'Raloxifene Hydrochloride', 'Evista', 'Keoxifene Hydrochloride', 'LY 139481', 'LY-139481', 'LY156758']",D020849,exact_heading,Raloxifene Hydrochloride,0.0
dr:D02218,Papaverine hydrochloride,N/A,pubchem:7849277,6084,['Papaverine'],"['Cerespan', 'Papaverine', 'Hydrochloride, Papaverine', 'Pavatym', 'Papaverine Hydrochloride', 'Pavabid']",D010208,exact_heading,Papaverine,0.0
dr:D02220,Dibucaine hydrochloride,chebi:59735,pubchem:7849279,521951,[],[],N/A,failed,N/A,0.0
dr:D02227,Pentazocine hydrochloride,N/A,pubchem:7849286,441277,['Pentazocine'],"['Fortral', 'Pentazocine', 'Pentazocine Hydrochloride', 'Hydrochloride, Pentazocine', 'Lactate, Pentazocine', 'Pentazocine Lactate', 'Talwin', 'Lexir']",D010423,exact_heading,Pentazocine,0.0
dr:D02229,Sildenafil citrate,chebi:58987,pubchem:7849288,135413523,['Sildenafil Citrate'],"['Citrate, Sildenafil', 'desmethyl sildenafil', 'sildenafil lactate', 'Sildenafil, Desmethyl', 'UK 92480-10', 'hydroxyhomosildenafil', 'Lactate, Sildenafil', 'NCX 911', 'UK 92,480 10', 'UK-92,480-10', 'homosildenafil', 'sildenafil', 'sildenafil nitrate', '1-((3-(6,7-dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine citrate', 'NCX-911', 'NCX911', 'Nitrate, Sildenafil', 'Revatio', 'UK 92480 10', 'UK 9248010', 'Viagra', 'acetildenafil', 'desmethylsildenafil', 'sildenafil citrate']",N/A,failed,N/A,0.0
dr:D02234,Cyproheptadine hydrochloride,chebi:650917,pubchem:7849293,11954233,['Cyproheptadine'],"['Dihexazin', 'Antergan', 'Viternum', 'Periactin', 'Cyproheptadine', 'Peritol']",D003533,exact_heading,Cyproheptadine,0.0
dr:D02235,Desmopressin acetate,chebi:59728,pubchem:7849294,64759,['Deamino Arginine Vasopressin'],"['Desmogalen', 'Desmopressin Acetate', 'Minurin', 'Octostim', 'Vasopressin, 1-Deamino-8-D-arginine', 'Adiuretin', 'Arginine Vasopressin, Deamino', 'Desmopressin Monoacetate, Trihydrate', 'Ferring, Desmopressine', 'Monoacetate, Desmopressin', 'Nocutil', 'Octim', '1-Deamino-8-D-arginine Vasopressin', 'Acetate, Desmopressin', 'Apo-Desmopressin', 'Desmopressine Ferring', 'Minirin', 'Trihydrate Desmopressin Monoacetate', 'Vasopressin, Deamino Arginine', '1-Desamino-8-arginine Vasopressin', 'Adiuretin SD', 'DDAVP', 'Deamino Arginine Vasopressin', 'Desmopressin', 'Desmopressin Monoacetate', 'Desmospray', 'Desmotabs', 'Monoacetate, Trihydrate Desmopressin', 'Vasopressin, 1-Desamino-8-arginine']",D003894,exact_heading,Deamino Arginine Vasopressin,0.0
dr:D02236,Flupentixol dihydrochloride,N/A,pubchem:7849295,5282483,['Flupenthixol'],"['Emergil', 'Flupenthixol', 'Flupentixol', 'Fluanxol', 'alpha-Flupenthixol', 'cis-Flupenthixol']",D005475,exact_heading,Flupenthixol,0.0
dr:D02237,Guanethidine sulfate,chebi:51017,pubchem:7849296,65328,['Guanethidine'],"['((2-Hexahydro-1(2H)-azocinyl)ethyl)guanidine', 'Sulfate, Guanethidine', 'Guanethidine Sulfate', 'Guanethidine Sulfate (2:1)', 'Guanethidine Sulfate (2:1), 14C-Labeled', 'Oktadin', 'Guanethidine', 'Isobarin', 'Monosulfate, Guanethidine', 'Guanethidine Monosulfate', 'Guanethidine Sulfate (1:1)', 'Guanethidine Sulfate (1:2)', 'Ismelin', 'Octadine']",D006145,exact_heading,Guanethidine,0.0
dr:D02238,Levallorphan tartrate,N/A,pubchem:7849297,5464111,[],[],N/A,failed,N/A,0.0
dr:D02239,Sparteine sulfate,N/A,pubchem:7849298,442964,[],[],N/A,failed,N/A,0.0
dr:D02242,Methamphetamine hydrochloride,N/A,pubchem:7849301,66124,['Methamphetamine'],"['Desoxyephedrine', 'Desoxyn', 'Madrine', 'Deoxyephedrine', 'Hydrochloride, Methamphetamine', 'Metamfetamine', 'Methamphetamine', 'N-Methylamphetamine', 'Methamphetamine Hydrochloride', 'Methylamphetamine', 'N Methylamphetamine']",D008694,exact_heading,Methamphetamine,0.0
dr:D02245,Trimeprazine tartrate,N/A,pubchem:7849304,441236,['trimeprazine tartrate'],"['Theralen', 'Theraline', 'trimeprazine tartrate', 'Temaril']",C031242,exact_heading,trimeprazine tartrate,0.0
dr:D02246,Biperiden hydrochloride,N/A,pubchem:7849305,92151,['Biperiden'],"['Biperiden Hydrochloride', 'Biperidene', 'Akineton', 'Hydrochloride, Biperiden', 'Biperiden', 'alpha-Bicyclo(2.2.1)hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol', 'Biperiden, 1R-(1 alpha,2 alpha(R*),4 alpha)-Isomer', 'Biperiden, 1S-(1 alpha,2 alpha(R*),4 alpha)-Isomer']",D001712,exact_heading,Biperiden,0.0
dr:D02247,Biperiden lactate,N/A,pubchem:7849306,197083,['biperiden lactate'],"['biperidene lactate', 'biperiden lactate']",C036432,exact_heading,biperiden lactate,0.0
dr:D02248,Levomepromazine maleate,N/A,pubchem:7849307,5282484,['levomepromazine maleate'],['levomepromazine maleate'],C017901,exact_heading,levomepromazine maleate,0.0
dr:D02249,Emedastine difumarate,chebi:59865,pubchem:7849308,5282485,['emedastine'],"['1-(2-ethoxyethyl)-2-(4-methyl-1-homopiperazinyl)benzimidazole difumarate', 'KB-2413', 'emedastine', 'KG 2413', 'Emadine', 'KB 2413', 'KG-2413', 'emedastine difumarate']",C043345,exact_heading,emedastine,0.0
dr:D02250,Octreotide acetate,N/A,pubchem:7849309,441258,[],[],N/A,failed,N/A,0.0
dr:D02252,Amobarbital sodium,N/A,pubchem:7849311,23689390,['Amobarbital'],"['Amobarbital, Sodium', 'Amsal', 'Amylobeta', 'Isoamitil Sedante', 'Placidel', 'Transital', 'Amytal Sodium', 'Barbamyl', 'Sodium Amobarbital', 'Amobarbital Sodium', 'Amylobarbitone', 'Isonal', 'Novamobarb', 'Sodium Amytal', 'Sodium, Amobarbital', 'Amobarbital', 'Amylbarb sodium', 'Amytal', 'Eunoctal', 'Neur-Amyl', 'Pentymal']",D000654,exact_heading,Amobarbital,0.0
dr:D02253,Pentobarbital calcium,N/A,pubchem:7849312,656845,[],[],N/A,failed,N/A,0.0
dr:D02258,Atorvastatin calcium,chebi:2911,pubchem:7849317,656846,['Atorvastatin'],"['CI-981', 'atorvastatin, calcium salt', 'liptonorm', 'Lipitor', 'atorvastatin', 'atorvastatin calcium anhydrous', 'atorvastatin calcium hydrate', '(3R,5R)-7-(2-(4-Fluorophenyl)-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)-1H-pyrrol-1-yl)-3,5-dihydroxyheptanoic acid', 'CI 981', 'CI981', 'atorvastatin calcium trihydrate', 'atorvastatin calcium']",N/A,failed,N/A,0.0
dr:D02260,Paroxetine hydrochloride hemihydrate,N/A,pubchem:7849319,5282487,['Paroxetine'],"['BRL-29060', 'BRL29060', 'FG-7051', 'FG7051', 'Paroxetine', 'Paroxetine Acetate', 'Paroxetine Hydrochloride Hemihydrate', 'Paroxetine, trans-(+)-Isomer', 'Seroxat', 'BRL 29060', 'Paroxetine Hydrochloride', 'Paroxetine Hydrochloride, Hemihydrate', 'Paroxetine, cis-(-)-Isomer', 'Aropax', 'FG 7051', 'Paroxetine Hydrochloride Anhydrous', 'Paroxetine Maleate', 'Paroxetine, cis-(+)-Isomer', 'Paxil']",D017374,exact_heading,Paroxetine,0.0
dr:D02264,Dipotassium glycyrrhizinate,chebi:79402,pubchem:7849323,656852,['Glycyrrhizic Acid'],"['Glycyrrhizinic Acid', 'Acid, Glycyrrhizinic', 'Diammonium Glycyrrhizinate', 'Glycyrrhizic Acid', 'Glycyrrhizinate, Diammonium', 'Zinc Glycyrrhizate', 'Dipotassium Glycyrrhizinate', 'Glycyrrhizate, Zinc', 'Glycyrrhizin', 'Glycyrrhizinate, Dipotassium', 'Acid, Glycyrrhizic']",D019695,exact_heading,Glycyrrhizic Acid,0.0
dr:D02268,Ergoloid mesylates,chebi:34706,pubchem:7849327,N/A,[],[],D004877,fuzzy_name,Ergoloid Mesylates,0.9444444444444444
dr:D02271,Morphine hydrochloride hydrate,chebi:55348,pubchem:7849330,5492889,[],[],N/A,failed,N/A,0.0
dr:D02272,Quinidine sulfate,N/A,pubchem:7849331,64640,[],[],C009764,fuzzy_name,quinidine bisulfate,0.8888888888888888
dr:D02275,Suxamethonium chloride hydrate,N/A,pubchem:7849334,656867,['Succinylcholine'],"['Bromide, Suxamethonium', 'Succinate, Dicholine', 'Succinylcholine Chloride', 'Succinylcholine Dichloride, Di H2O', 'Suxamethonium Bromide', 'Dibromide, Succinylcholine', 'Diiodide, Succinylcholine', 'Diperchlorate, Succinylcholine', 'Listenon', 'Succicuran', 'Succinylcholine Dibromide', 'Succinylcholine Iodide', 'dicholine succinate', 'Anectine', 'Dichloride, Succinylcholine', 'Ditilin', 'Succinylcholine Dichloride', 'Succinyldicholine', 'Suxamethonium Chloride', 'Celocurine', 'Lysthenon', 'Myorelaxin', 'Quelicin', 'Succinylcholine', 'Succinylcholine Dichloride, Di-H2O', 'Succinylcholine Diiodide', 'Succinylcholine Diperchlorate', 'Suxamethonium']",D013390,exact_heading,Succinylcholine,0.0
dr:D02281,Levalbuterol hydrochloride,N/A,pubchem:7849340,123601,['Levalbuterol'],"['Levalbuterol Hydrochloride', 'Xopenex', 'Levosalbutamol Hydrochloride', 'Hydrochloride, Levalbuterol', 'Hydrochloride, Levosalbutamol', 'Levalbuterol']",D064412,exact_heading,Levalbuterol,0.0
dr:D02283,Iomazenil,N/A,pubchem:7849342,65959,['iomazenil'],"['ethyl 7-iodo-5,6-dihydro-5-methyl-6-oxo-4H-imidazo(1,5-a)(1,4)benzodiazepine-3-carboxylate', 'Ro 16-0154', 'iomazenil', 'iomazenil I-123', '(123I)iomazenil', 'Ro-16-0154', 'hyl 5,6-dihydro-7-iodo-(sup 123 sup)I-5-methyl-6-oxo-4h-imidazo(1,5-a)(1,4)benzodiazepine-3-carboxylate', 'iomazenil (123I)']",C063038,exact_heading,iomazenil,0.0
dr:D02286,Betamethasone benzoate,N/A,pubchem:7849345,5282492,['betamethasone benzoate'],"['betamethasone 17-benzoate', 'betamethasone benzoate']",C015706,exact_heading,betamethasone benzoate,0.0
dr:D02287,Clocortolone pivalate,chebi:59583,pubchem:7849346,5282493,['clocortolone pivalate'],"['clocortolone pivalate', 'clocortolone trimethylacetate', 'CL 68', 'purantix', 'cloderm']",C007088,exact_heading,clocortolone pivalate,0.0
dr:D02288,Hydrocortisone valerate,N/A,pubchem:7849347,5282494,['hydrocortisone valerate'],"['Westcort', 'hydrocortisone valerate']",C038363,exact_heading,hydrocortisone valerate,0.0
dr:D02289,Medrysone,chebi:34829,pubchem:7849348,247839,['medrysone'],"['HMS Liquifilm', 'medrysone', '11-hydroxy-6-methylprogesterone', 'HMS suspension']",C100283,exact_heading,medrysone,0.0
dr:D02290,Flurbiprofen sodium,N/A,pubchem:7849349,23706216,['Flurbiprofen'],"['Dobrofen', 'E 7869', 'E-7869', 'Nu Flurbiprofen', 'Nu-Flurbiprofen', 'Ocufen', 'ratio Flurbiprofen', 'Ansaid', 'BTS-18322', 'Cebutid', 'E7869', 'Flugalin', 'Froben', 'Froben SR', 'Neo Artrol', 'Novo Flurprofen', 'Novo-Flurprofen', 'ratio-Flurbiprofen', ""2-Fluoro-alpha-methyl-(1,1'-biphenyl)-4-acetic Acid"", 'Apo-Flurbiprofen', 'BTS18322', 'Fluriproben', 'Ocuflur', 'Strefen', 'Apo Flurbiprofen', 'BTS 18322', 'Flubiprofen', 'Flurbiprofen', 'Flurbiprofen Sodium']",D005480,exact_heading,Flurbiprofen,0.0
dr:D02292,Gallamine triethiodide,N/A,pubchem:7849351,6172,['Gallamine Triethiodide'],"['Gallamonium Iodide', 'Iodide, Gallamonium', 'Triethiodide, Gallamine', 'Triethochloride, Gallamine', 'Gallamine Triethiodide', 'Triethyl Iodide, Gallamine', 'Gallamine Triethochloride', 'Iodide, Gallamine Triethyl', 'Flaxedil', 'Gallamine', 'Gallamine Triethyl Iodide']",D005703,exact_heading,Gallamine Triethiodide,0.0
dr:D02300,Adenosine triphosphate disodium hydrate,N/A,pubchem:7849359,5282498,[],[],N/A,failed,N/A,0.0
dr:D02321,Amsacrine,chebi:2687,pubchem:7849380,2179,['Amsacrine'],"['AMSA', 'AMSA P D', 'Amsidine', 'NSC-141549', 'AMSA PD', ""Cain's Acridine"", 'Cains Acridine', 'NSC 141549', 'NSC 156303', 'NSC 249992', 'NSC-156303', 'NSC156303', 'meta AMSA', 'meta-AMSA', 'AMSA P-D', 'Amsacrina', 'SN 11841', 'm-AMSA', 'Amsacrine', 'Amsidyl', 'Cain Acridine', 'NSC-249992', 'NSC141549', 'NSC249992', 'SN-11841', 'SN11841']",D000677,exact_heading,Amsacrine,0.0
dr:D02323,Tolrestat,chebi:48549,pubchem:7849382,53359,['tolrestat'],"['AY 27773', 'N-5-trifluoromethyl-6-methoxy-1-thionaphthoyl-N-methylglycine', 'tolrestat', 'AY-27,773', 'N-((5-(trifluoromethyl)-6-methoxy-1-naphthalenyl)thioxomethyl)-N-methylglycine']",C040550,exact_heading,tolrestat,0.0
dr:D02327,Doxylamine succinate,chebi:82461,pubchem:7849386,11224,['doxylamine succinate'],['doxylamine succinate'],C035385,exact_heading,doxylamine succinate,0.0
dr:D02328,Zopolrestat,N/A,pubchem:7849387,1613,['zopolrestat'],"['zopolrestat', '3,4-dihydro-4-oxo-3-((5-(trifluoromethyl)-2-benzothiazolyl)methyl)-1-phthalazine-acetic acid', 'CP-73850', 'CP 73850']",C067172,exact_heading,zopolrestat,0.0
dr:D02338,Acebutolol,chebi:2379,pubchem:7849397,1978,['Acebutolol'],"['Acetobutolol', 'M and B 17803 A', 'Monitan', 'NovoAcebutolol', 'Acebutolol Hydrochloride', 'Apo Acebutolol', 'Apo-Acebutolol', 'M and B-17803 A', 'M and B17803 A', 'Acebutolol', 'ApoAcebutolol', 'Novo Acebutolol', 'Prent', 'Sectral', 'M and B 17803A', 'Neptal', 'Novo-Acebutolol', 'Rhotral']",D000070,exact_heading,Acebutolol,0.0
dr:D02340,Loxapine,chebi:50841,pubchem:7849399,3964,['Loxapine'],"['2-Chloro-11-(4-methyl-1-piperazinyl)-dibenz(b,f)(1,4)oxazepine', 'CL71,563', 'Maleate, Loxipine', 'Loxapine Hydrochloride', 'Loxapine Monohydrochloride', 'Loxapine Succinate', 'Loxipine Maleate', 'Oxilapine', 'CL-71,563', 'Hydrochloride, Loxapine', 'Loxapine', 'Loxipine Succinate', 'Loxitane', 'CL 71,563', 'Cloxazepine', 'Loxapinsuccinate', 'Succinate, Loxapine']",D008152,exact_heading,Loxapine,0.0
dr:D02341,Meclofenamic acid,chebi:6710,pubchem:7849400,4037,['Meclofenamic Acid'],"['Meclofenamate Sodium', 'Meclomen', 'Benzoic acid, 2-((2,6-dichloro-3-methylphenyl)amino)-, monosodium salt, monohydrate', 'Meclofenamate Sodium Monohydrate', 'Meclofenamic Acid', 'Sodium Meclofenamate', 'Meclofenamate', 'Meclofenamate Sodium Anhydrous', 'Meclofenamate, Sodium']",D008469,exact_heading,Meclofenamic Acid,0.0
dr:D02342,Bisoprolol,chebi:3127,pubchem:7849401,2405,['Bisoprolol'],"['Bisoprolol Fumarate (2:1) Salt, (+-)-Isomer', 'Bisoprolol, (-)-Isomer', 'Bisoprolol, Fumarate (1:1) Salt', 'CL-297939', 'EMD 33512', 'Bisoprolol, Fumarate (2:1) Salt', 'EMD-33512', 'Fumarate, Bisoprolol', 'Bisoprolol', 'Bisoprolol Hydrochloride', 'Bisoprolol, (+-)-Isomer', 'Concor', 'Bisoprolol Fumarate', 'Bisoprolol Fumarate (1:1) Salt, (+-)-Isomer', 'Bisoprolol Methanesulfonate Salt', 'CL 297939', 'CL297939', 'EMD33512', 'Hydrochloride, Bisoprolol']",D017298,exact_heading,Bisoprolol,0.0
dr:D02343,Carboprost,chebi:3403,pubchem:7849402,5281075,['Carboprost'],"['15(S)-15-Methyl PGF2alpha', '15 Methylprostaglandin F2alpha', '15-Methylprostaglandin F2alpha', 'Carboprost']",D002260,exact_heading,Carboprost,0.0
