kegg_id,drug_name,drug_concept,gene_names,gene_concepts
dr:D01000,Bethanechol,Chemical_MESH_D018723,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01001,Ambenonium Chloride,Chemical_MESH_D000549,['ACHE'],['Gene_43']
dr:D01002,Cyclopentolate,Chemical_MESH_D003519,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01003,hexocyclium,Chemical_MESH_C015922,['CHRM3'],['Gene_1131']
dr:D01004,homatropine,Chemical_MESH_C100236,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01005,isopropamide iodide,Chemical_MESH_C084831,['CHRM3'],['Gene_1131']
dr:D01006,oxyphencyclimine,Chemical_MESH_C100201,"['CHRM1', 'CHRM2', 'CHRM3']","['Gene_1128', 'Gene_1129', 'Gene_1131']"
dr:D01007,propiverine,Chemical_MESH_C015586,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133', 'Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D01008,apraclonidine,Chemical_MESH_C016986,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['Gene_150', 'Gene_151', 'Gene_152']"
dr:D01009,1 alpha-hydroxyergocalciferol,Chemical_MESH_C042533,['VDR'],['Gene_7421']
dr:D01010,Thyroxine,Chemical_MESH_D013974,"['THRA', 'THRB']","['Gene_7067', 'Gene_7068']"
dr:D01011,Triiodothyronine,Chemical_MESH_D014284,"['THRA', 'THRB']","['Gene_7067', 'Gene_7068']"
dr:D01017,dipivefrin,Chemical_MESH_C015173,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152', 'Gene_153', 'Gene_154', 'Gene_155']"
dr:D01019,Metaraminol,Chemical_MESH_D008680,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152']"
dr:D01020,Methoxamine,Chemical_MESH_D008729,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_148', 'Gene_147', 'Gene_146']"
dr:D01022,Oxymetazoline,Chemical_MESH_D010109,['ADRA1A'],['Gene_148']
dr:D01023,tetrahydrozoline,Chemical_MESH_C005810,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_148', 'Gene_147', 'Gene_146']"
dr:D01025,Levobunolol,Chemical_MESH_D002040,"['ADRB1', 'ADRB2', 'ADRB3', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_153', 'Gene_154', 'Gene_155', 'Gene_148', 'Gene_147', 'Gene_146']"
dr:D01026,Sotalol,Chemical_MESH_D013015,"['ADRB1', 'ADRB2', 'KCNH2']","['Gene_153', 'Gene_154', 'Gene_3757']"
dr:D01028,Ticlopidine,Chemical_MESH_D013988,['P2RY12'],['Gene_64805']
dr:D01044,Flupenthixol,Chemical_MESH_D005475,"['DRD1', 'DRD2']","['Gene_1812', 'Gene_1813']"
dr:D01049,nimesulide,Chemical_MESH_C012655,['PTGS2'],['Gene_5743']
dr:D01051,Spiperone,Chemical_MESH_D013134,['DRD2'],['Gene_1813']
dr:D01056,Benzbromarone,Chemical_MESH_D001553,['SLC22A12'],['Gene_116085']
dr:D01064,raltitrexed,Chemical_MESH_C068874,['TYMS'],['Gene_7298']
dr:D01068,Vinblastine,Chemical_MESH_D014747,"['TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB', 'TUBB8', 'TUBB2B', 'TUBB2A', 'TUBB1', 'TUBB6']","['Gene_10381', 'Gene_10382', 'Gene_10383', 'Gene_203068', 'Gene_347688', 'Gene_347733', 'Gene_7280', 'Gene_81027', 'Gene_84617']"
dr:D01069,Cilazapril,Chemical_MESH_D017315,['ACE'],['Gene_1636']
dr:D01070,candoxatril,Chemical_MESH_C062766,['MME'],['Gene_4311']
dr:D01071,Hexobarbital,Chemical_MESH_D006591,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01077,methylatropine,Chemical_MESH_C006649,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01090,KB 3022,Chemical_MESH_C064847,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01097,lazabemide,Chemical_MESH_C059303,['MAOB'],['Gene_4129']
dr:D01098,maxacalcitol,Chemical_MESH_C051883,['VDR'],['Gene_7421']
dr:D01101,bromperidol,Chemical_MESH_C006820,['DRD2'],['Gene_1813']
dr:D01104,mepirodipine,Chemical_MESH_C050699,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D01105,moperone,Chemical_MESH_C005209,['DRD2'],['Gene_1813']
dr:D01117,mizolastine,Chemical_MESH_C076170,['HRH1'],['Gene_3269']
dr:D01118,profenamine,Chemical_MESH_C084820,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01119,temocapril hydrochloride,Chemical_MESH_C055603,['ACE'],['Gene_1636']
dr:D01122,ibuprofen piconol,Chemical_MESH_C052308,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01123,seratrodast,Chemical_MESH_C060230,['TBXA2R'],['Gene_6915']
dr:D01125,calcipotriene,Chemical_MESH_C055085,['VDR'],['Gene_7421']
dr:D01128,ramatroban,Chemical_MESH_C063119,"['TBXA2R', 'PTGDR']","['Gene_6915', 'Gene_5729']"
dr:D01130,Thiethylperazine,Chemical_MESH_D013847,['DRD2'],['Gene_1813']
dr:D01131,lafutidine,Chemical_MESH_C076948,['HRH2'],['Gene_3274']
dr:D01132,tazarotene,Chemical_MESH_C086827,"['RARA', 'RARB', 'RARG', 'RXRB']","['Gene_5914', 'Gene_5915', 'Gene_5916', 'Gene_6257']"
dr:D01133,pimobendan,Chemical_MESH_C041648,"['PDE3A', 'PDE3B']","['Gene_5139', 'Gene_5140']"
dr:D01134,epristeride,Chemical_MESH_C072547,"['SRD5A1', 'SRD5A2']","['Gene_6715', 'Gene_6716']"
dr:D01136,Tranexamic Acid,Chemical_MESH_D014148,['PLG'],['Gene_5340']
dr:D01143,isothipendyl,Chemical_MESH_C008214,['HRH1'],['Gene_3269']
dr:D01145,azelnidipine,Chemical_MESH_C061679,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D01146,T 614,Chemical_MESH_C077313,['NFKB1'],['Gene_4790']
dr:D01150,methyprylon,Chemical_MESH_C084583,['GABRA1'],['Gene_2554']
dr:D01151,"1,4-dihydropyridine",Chemical_MESH_C038806,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D01152,oxethazaine,Chemical_MESH_C100289,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D01159,Gestonorone Caproate,Chemical_MESH_D005866,['PGR'],['Gene_5241']
dr:D01163,Ergonovine,Chemical_MESH_D004874,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152']"
dr:D01165,piperidolate,Chemical_MESH_C010293,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01171,monatepil,Chemical_MESH_C067818,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D01172,diphenylpyraline,Chemical_MESH_C009871,['HRH1'],['Gene_3269']
dr:D01173,cilnidipine,Chemical_MESH_C065927,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNA1B']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779', 'Gene_774']"
dr:D01174,Pheniramine,Chemical_MESH_D010632,['HRH1'],['Gene_3269']
dr:D01175,carpronium,Chemical_MESH_C001817,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01176,blonanserin,Chemical_MESH_C079310,"['HTR2A', 'DRD2', 'DRD3']","['Gene_3356', 'Gene_1813', 'Gene_1814']"
dr:D01180,trilostane,Chemical_MESH_C009954,"['HSD3B1', 'HSD3B2']","['Gene_3283', 'Gene_3284']"
dr:D01182,Alprenolol,Chemical_MESH_D000526,"['ADRB1', 'ADRB2', 'ADRB3']","['Gene_153', 'Gene_154', 'Gene_155']"
dr:D01183,tolfenamic acid,Chemical_MESH_C009500,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01187,Betazole,Chemical_MESH_D001625,['HRH2'],['Gene_3274']
dr:D01188,SM 10902,Chemical_MESH_C086698,['PTGIR'],['Gene_5739']
dr:D01198,toborinone,Chemical_MESH_C077543,"['PDE3A', 'PDE3B']","['Gene_5139', 'Gene_5140']"
dr:D01201,tiemonium iodide,Chemical_MESH_C003602,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01202,N-(2-methylbenzyl)linoleamide,Chemical_MESH_C001757,"['SOAT1', 'SOAT2']","['Gene_6646', 'Gene_8435']"
dr:D01208,alfibrate,Chemical_MESH_C005681,['PPARA'],['Gene_5465']
dr:D01217,Dydrogesterone,Chemical_MESH_D004394,['PGR'],['Gene_5241']
dr:D01220,Trapidil,Chemical_MESH_D014192,"['PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B', 'TBXAS1']","['Gene_10846', 'Gene_27115', 'Gene_50940', 'Gene_5136', 'Gene_5137', 'Gene_5138', 'Gene_5139', 'Gene_5140', 'Gene_5141', 'Gene_5142', 'Gene_5143', 'Gene_5144', 'Gene_5150', 'Gene_5151', 'Gene_5153', 'Gene_8622', 'Gene_6916']"
dr:D01224,Phenylpropanolamine,Chemical_MESH_D010665,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152', 'Gene_153', 'Gene_154', 'Gene_155']"
dr:D01226,Sulpiride,Chemical_MESH_D013469,['DRD2'],['Gene_1813']
dr:D01228,distigmine,Chemical_MESH_C084645,['ACHE'],['Gene_43']
dr:D01229,paramethasone acetate,Chemical_MESH_C032128,['NR3C1'],['Gene_2908']
dr:D01230,Flunitrazepam,Chemical_MESH_D005445,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01231,piroheptine,Chemical_MESH_C055566,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01236,conivaptan,Chemical_MESH_C106389,"['AVPR1A', 'AVPR2']","['Gene_552', 'Gene_554']"
dr:D01238,Bucladesine,Chemical_MESH_D003994,"['PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B']","['Gene_10846', 'Gene_27115', 'Gene_50940', 'Gene_5136', 'Gene_5137', 'Gene_5138', 'Gene_5139', 'Gene_5140', 'Gene_5141', 'Gene_5142', 'Gene_5143', 'Gene_5144', 'Gene_5150', 'Gene_5151', 'Gene_5153', 'Gene_8622']"
dr:D01240,Deslanoside,Chemical_MESH_D003892,"['ATP1A1', 'ATP1A2', 'ATP1A3', 'ATP1A4']","['Gene_476', 'Gene_477', 'Gene_478', 'Gene_480']"
dr:D01241,penfluzide,Chemical_MESH_C008781,['SLC12A3'],['Gene_6559']
dr:D01244,Tegafur,Chemical_MESH_D005641,['TYMS'],['Gene_7298']
dr:D01245,Bromazepam,Chemical_MESH_D001960,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01246,benzylhydrochlorothiazide,Chemical_MESH_C042169,['SLC12A3'],['Gene_6559']
dr:D01252,alclofenac,Chemical_MESH_C084615,['PTGS2'],['Gene_5743']
dr:D01254,tofisopam,Chemical_MESH_C012582,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01259,flopropione,Chemical_MESH_C014870,['COMT'],['Gene_1312']
dr:D01263,Ritodrine,Chemical_MESH_D012312,['ADRB2'],['Gene_154']
dr:D01264,Daunorubicin,Chemical_MESH_D003630,"['TOP2A', 'TOP2B']","['Gene_7153', 'Gene_7155']"
dr:D01265,epitiostanol,Chemical_MESH_C002976,"['ESR1', 'ESR2']","['Gene_2099', 'Gene_2100']"
dr:D01266,difluprednate,Chemical_MESH_C015808,['NR3C1'],['Gene_2908']
dr:D01268,cloxazolam,Chemical_MESH_C005522,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01271,Bufexamac,Chemical_MESH_D002019,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01272,Clobetasol,Chemical_MESH_D002990,['NR3C1'],['Gene_2908']
dr:D01273,clobetasone butyrate,Chemical_MESH_C010893,['NR3C1'],['Gene_2908']
dr:D01274,tesaglitazar,Chemical_MESH_C501413,"['PPARA', 'PPARG']","['Gene_5465', 'Gene_5468']"
dr:D01275,Doxorubicin,Chemical_MESH_D004317,"['TOP2A', 'TOP2B']","['Gene_7153', 'Gene_7155']"
dr:D01277,Droxidopa,Chemical_MESH_D015103,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152', 'Gene_153', 'Gene_154', 'Gene_155']"
dr:D01278,oxazolam,Chemical_MESH_C000425,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01279,flutoprazepam,Chemical_MESH_C029163,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01285,Lofepramine,Chemical_MESH_D008127,"['SLC6A4', 'SLC6A2']","['Gene_6532', 'Gene_6530']"
dr:D01286,flutazolam,Chemical_MESH_C013367,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01290,Nicergoline,Chemical_MESH_D009530,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_148', 'Gene_147', 'Gene_146']"
dr:D01292,Medazepam,Chemical_MESH_D008472,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01293,ethyl loflazepate,Chemical_MESH_C029617,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01294,Ethynodiol Diacetate,Chemical_MESH_D005040,"['PGR', 'ESR1']","['Gene_5241', 'Gene_2099']"
dr:D01295,Cinnarizine,Chemical_MESH_D002936,['HRH1'],['Gene_3269']
dr:D01296,Methylphenidate,Chemical_MESH_D008774,"['SLC6A3', 'SLC6A2']","['Gene_6531', 'Gene_6530']"
dr:D01297,Pirenzepine,Chemical_MESH_D010890,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01299,Chlormadinone Acetate,Chemical_MESH_D002715,"['PGR', 'AR']","['Gene_5241', 'Gene_367']"
dr:D01301,methenolone enanthate,Chemical_MESH_C028758,['AR'],['Gene_367']
dr:D01303,Flunarizine,Chemical_MESH_D005444,"['CACNA1I', 'CACNA1H', 'CACNA1G']","['Gene_8911', 'Gene_8912', 'Gene_8913']"
dr:D01304,amezinium,Chemical_MESH_C027784,['SLC6A2'],['Gene_6530']
dr:D01307,Midodrine,Chemical_MESH_D008879,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_148', 'Gene_147', 'Gene_146']"
dr:D01308,Halcinonide,Chemical_MESH_D006206,['NR3C1'],['Gene_2908']
dr:D01309,doxifluridine,Chemical_MESH_C025034,['TYMS'],['Gene_7298']
dr:D01315,diethyllachesine,Chemical_MESH_C015807,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01316,mexazolam,Chemical_MESH_C014262,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01317,Meclizine,Chemical_MESH_D008468,['HRH1'],['Gene_3269']
dr:D01318,diphenidol,Chemical_MESH_C004858,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D01321,zotepine,Chemical_MESH_C022172,"['DRD2', 'HTR1A', 'HTR1B', 'HTR1D', 'HTR1E', 'HTR1F']","['Gene_1813', 'Gene_3350', 'Gene_3351', 'Gene_3352', 'Gene_3354', 'Gene_3355']"
dr:D01323,azosemide,Chemical_MESH_C018222,"['SLC12A1', 'SLC12A2']","['Gene_6557', 'Gene_6558']"
dr:D01324,mequitazine,Chemical_MESH_C006069,['HRH1'],['Gene_3269']
dr:D01325,tiaprofenic acid,Chemical_MESH_C021270,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01326,Aprindine,Chemical_MESH_D001073,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D01327,diflorasone,Chemical_MESH_C014477,['NR3C1'],['Gene_2908']
dr:D01328,clotiazepam,Chemical_MESH_C084599,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01329,oxendolone,Chemical_MESH_C005671,['AR'],['Gene_367']
dr:D01332,Ketotifen,Chemical_MESH_D007665,['HRH1'],['Gene_3269']
dr:D01333,urapidil,Chemical_MESH_C015568,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['Gene_148', 'Gene_147', 'Gene_146']"
dr:D01336,carbinoxamine,Chemical_MESH_C004649,['HRH1'],['Gene_3269']
dr:D01340,Naloxone,Chemical_MESH_D009270,"['OPRM1', 'OPRK1', 'OPRD1']","['Gene_4988', 'Gene_4986', 'Gene_4985']"
dr:D01343,Dimethindene,Chemical_MESH_D004115,['HRH1'],['Gene_3269']
dr:D01344,fenbufen,Chemical_MESH_C010725,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D01347,tramazoline,Chemical_MESH_C005370,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_150', 'Gene_151', 'Gene_152']"
dr:D01348,dironyl,Chemical_MESH_C006208,"['DRD2', 'PRL']","['Gene_1813', 'Gene_5617']"
dr:D01352,dinoprost tromethamine,Chemical_MESH_C010714,['PTGFR'],['Gene_5737']
dr:D01354,fludiazepam,Chemical_MESH_C006107,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D01355,Tramadol,Chemical_MESH_D014147,['OPRM1'],['Gene_4988']
dr:D01357,Betamethasone Valerate,Chemical_MESH_D001624,['NR3C1'],['Gene_2908']
dr:D01358,Mianserin,Chemical_MESH_D008803,"['ADRA2A', 'ADRA2B', 'ADRA2C', 'HTR2A', 'HTR2C', 'HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E', 'HRH1']","['Gene_150', 'Gene_151', 'Gene_152', 'Gene_3356', 'Gene_3358', 'Gene_3359', 'Gene_9177', 'Gene_170572', 'Gene_200909', 'Gene_285242', 'Gene_3269']"
