kegg_id,drug_name,drug_concept,gene_names,gene_concepts
dr:D00740,Procaine,chemical_mesh_d011343,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['gene_6323', 'gene_6326', 'gene_6328', 'gene_6329', 'gene_6331', 'gene_6334', 'gene_6335', 'gene_6336', 'gene_11280']"
dr:D00743,Naphazoline,chemical_mesh_d009278,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_148', 'gene_147', 'gene_146']"
dr:D00751,Methylprednisolone Hemisuccinate,chemical_mesh_d008776,['NR3C1'],['gene_2908']
dr:D00752,Mycophenolic Acid,chemical_mesh_d009173,"['IMPDH1', 'IMPDH2']","['gene_3614', 'gene_3615']"
dr:D00754,Thalidomide,chemical_mesh_d013792,['TNF'],['gene_7124']
dr:D00757,xylometazoline,chemical_mesh_c009695,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152']"
dr:D00758,Atracurium,chemical_mesh_d001279,"['CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB2', 'CHRNB3', 'CHRNB4']","['gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1141', 'gene_1142', 'gene_1143']"
dr:D00759,cisatracurium,chemical_mesh_c101584,"['CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB2', 'CHRNB3', 'CHRNB4']","['gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1141', 'gene_1142', 'gene_1143']"
dr:D00760,doxacurium,chemical_mesh_c049429,"['CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB2', 'CHRNB3', 'CHRNB4']","['gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1141', 'gene_1142', 'gene_1143']"
dr:D00761,metocurine,chemical_mesh_c032943,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']","['gene_1134', 'gene_1140', 'gene_1144', 'gene_1145', 'gene_1146']"
dr:D00764,Pipecuronium,chemical_mesh_d017300,"['CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB2', 'CHRNB3', 'CHRNB4']","['gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1141', 'gene_1142', 'gene_1143']"
dr:D00766,Succinylcholine,chemical_mesh_d013390,"['CHRNA1', 'CHRNB1', 'CHRND', 'CHRNE', 'CHRNG']","['gene_1134', 'gene_1140', 'gene_1144', 'gene_1145', 'gene_1146']"
dr:D00767,Vecuronium Bromide,chemical_mesh_d014673,"['CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB2', 'CHRNB3', 'CHRNB4']","['gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1141', 'gene_1142', 'gene_1143']"
dr:D00774,Orphenadrine,chemical_mesh_d009966,"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'HRH1']","['gene_2902', 'gene_2903', 'gene_2904', 'gene_2905', 'gene_2906', 'gene_116443', 'gene_116444', 'gene_3269']"
dr:D00775,Riluzole,chemical_mesh_d019782,"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIA1', 'GRIA2', 'GRIA3', 'GRIA4', 'GRIK1', 'GRIK2', 'GRIK3', 'GRIK4', 'GRIK5']","['gene_2902', 'gene_2903', 'gene_2904', 'gene_2905', 'gene_2906', 'gene_2890', 'gene_2891', 'gene_2892', 'gene_2893', 'gene_2897', 'gene_2898', 'gene_2899', 'gene_2900', 'gene_2901']"
dr:D00776,tizanidine,chemical_mesh_c023754,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_150', 'gene_151', 'gene_152']"
dr:D00777,Amantadine,chemical_mesh_d000547,"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D']","['gene_2902', 'gene_2903', 'gene_2904', 'gene_2905', 'gene_2906']"
dr:D00778,Benztropine,chemical_mesh_d001590,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D00779,Biperiden,chemical_mesh_d001712,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D00780,Bromocriptine,chemical_mesh_d001971,"['DRD2', 'PRL']","['gene_1813', 'gene_5617']"
dr:D00781,entacapone,chemical_mesh_c071192,['COMT'],['gene_1312']
dr:D00782,Procyclidine,chemical_mesh_d011352,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D00784,ropinirole,chemical_mesh_c046649,"['DRD2', 'DRD3', 'DRD4']","['gene_1813', 'gene_1814', 'gene_1815']"
dr:D00785,Selegiline,chemical_mesh_d012642,['MAOB'],['gene_4129']
dr:D00787,Trihexyphenidyl,chemical_mesh_d014282,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D00790,Chlorprothixene,chemical_mesh_d002749,"['DRD1', 'DRD2']","['gene_1812', 'gene_1813']"
dr:D00791,Fluphenazine,chemical_mesh_d005476,['DRD2'],['gene_1813']
dr:D00792,fluphenazine enanthate,chemical_mesh_c017610,['DRD2'],['gene_1813']
dr:D00793,fluphenazine depot,chemical_mesh_c011825,['DRD2'],['gene_1813']
dr:D00794,Loxapine,chemical_mesh_d008152,"['DRD2', 'HTR2A']","['gene_1813', 'gene_3356']"
dr:D00796,Molindone,chemical_mesh_d008972,['DRD2'],['gene_1813']
dr:D00797,Promazine,chemical_mesh_d011395,['DRD2'],['gene_1813']
dr:D00799,Trifluoperazine,chemical_mesh_d014268,['DRD2'],['gene_1813']
dr:D00809,Amitriptyline,chemical_mesh_d000639,"['SLC6A4', 'SLC6A2']","['gene_6532', 'gene_6530']"
dr:D00810,choline salicylate,chemical_mesh_c015075,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D00811,Clomipramine,chemical_mesh_d002997,"['SLC6A4', 'SLC6A2']","['gene_6532', 'gene_6530']"
dr:D00812,Desipramine,chemical_mesh_d003891,"['SLC6A2', 'SLC6A4']","['gene_6530', 'gene_6532']"
dr:D00813,Ketorolac Tromethamine,chemical_mesh_d020911,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D00814,Doxepin,chemical_mesh_d004316,"['HRH1', 'SLC6A4', 'SLC6A2']","['gene_3269', 'gene_6532', 'gene_6530']"
dr:D00815,Imipramine,chemical_mesh_d007099,"['SLC6A4', 'SLC6A2']","['gene_6532', 'gene_6530']"
dr:D00816,Nortriptyline,chemical_mesh_d009661,"['SLC6A4', 'SLC6A2']","['gene_6532', 'gene_6530']"
dr:D00817,Bupropion,chemical_mesh_d016642,"['SLC6A2', 'SLC6A3']","['gene_6530', 'gene_6531']"
dr:D00818,Maprotiline,chemical_mesh_d008376,['SLC6A2'],['gene_6530']
dr:D00819,nefazodone,chemical_mesh_c051752,"['HTR2A', 'HTR2C', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_3356', 'gene_3358', 'gene_148', 'gene_147', 'gene_146']"
dr:D00820,Trazodone,chemical_mesh_d014196,"['SLC6A4', 'HTR2A', 'HTR2B', 'HTR2C']","['gene_6532', 'gene_3356', 'gene_3357', 'gene_3358']"
dr:D00822,Citalopram,chemical_mesh_d015283,['SLC6A4'],['gene_6532']
dr:D00824,Fluvoxamine,chemical_mesh_d016666,['SLC6A4'],['gene_6532']
dr:D00825,Sertraline,chemical_mesh_d020280,['SLC6A4'],['gene_6532']
dr:D00826,Tranylcypromine,chemical_mesh_d014191,"['MAOA', 'MAOB']","['gene_4128', 'gene_4129']"
dr:D00835,Alfentanil,chemical_mesh_d015760,['OPRM1'],['gene_4988']
dr:D00836,Buprenorphine,chemical_mesh_d002047,"['OPRK1', 'OPRM1']","['gene_4986', 'gene_4988']"
dr:D00837,Butorphanol,chemical_mesh_d002077,"['OPRK1', 'OPRM1']","['gene_4986', 'gene_4988']"
dr:D00838,dezocine,chemical_mesh_c010827,"['OPRM1', 'OPRK1']","['gene_4988', 'gene_4986']"
dr:D00839,Hydromorphone,chemical_mesh_d004091,['OPRM1'],['gene_4988']
dr:D00840,Methadyl Acetate,chemical_mesh_d008692,['OPRM1'],['gene_4988']
dr:D00842,Morphine,chemical_mesh_d009020,['OPRM1'],['gene_4988']
dr:D00843,Nalbuphine,chemical_mesh_d009266,"['OPRM1', 'OPRK1', 'OPRD1']","['gene_4988', 'gene_4986', 'gene_4985']"
dr:D00844,Oxymorphone,chemical_mesh_d010111,['OPRM1'],['gene_4988']
dr:D00845,Sufentanil,chemical_mesh_d017409,['OPRM1'],['gene_4988']
dr:D00847,Oxycodone,chemical_mesh_d010098,"['OPRM1', 'OPRK1', 'OPRD1']","['gene_4988', 'gene_4986', 'gene_4985']"
dr:D00848,Dextromethorphan,chemical_mesh_d003915,"['SIGMAR1', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D']","['gene_10280', 'gene_2902', 'gene_2903', 'gene_2904', 'gene_2905', 'gene_2906']"
dr:D00889,cerivastatin,chemical_mesh_c086276,['HMGCR'],['gene_3156']
dr:D00893,Pravastatin,chemical_mesh_d017035,['HMGCR'],['gene_3156']
dr:D00898,Dienestrol,chemical_mesh_d004028,"['ESR1', 'ESR2']","['gene_2099', 'gene_2100']"
dr:D00903,Diclofenac,chemical_mesh_d004008,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D00930,paricalcitol,chemical_mesh_c084656,['VDR'],['gene_7421']
dr:D00939,Alendronate,chemical_mesh_d019386,['FDPS'],['gene_2224']
dr:D00944,Metformin,chemical_mesh_d008687,"['PRKAA1', 'PRKAA2']","['gene_5562', 'gene_5563']"
dr:D00946,fosfestrol,chemical_mesh_c004955,"['ESR1', 'ESR2']","['gene_2099', 'gene_2100']"
dr:D00948,estropipate,chemical_mesh_c009927,"['ESR1', 'ESR2']","['gene_2099', 'gene_2100']"
dr:D00951,Medroxyprogesterone Acetate,chemical_mesh_d017258,['PGR'],['gene_5241']
dr:D00952,Megestrol Acetate,chemical_mesh_d019290,['PGR'],['gene_5241']
dr:D00954,Levonorgestrel,chemical_mesh_d016912,['PGR'],['gene_5241']
dr:D00956,nandrolone phenpropionate,chemical_mesh_c008580,['AR'],['gene_367']
dr:D00957,testosterone 17 beta-cypionate,chemical_mesh_c016131,['AR'],['gene_367']
dr:D00958,testosterone enanthate,chemical_mesh_c004648,['AR'],['gene_367']
dr:D00959,Testosterone Propionate,chemical_mesh_d043343,['AR'],['gene_367']
dr:D00961,bicalutamide,chemical_mesh_c053541,['AR'],['gene_367']
dr:D00963,exemestane,chemical_mesh_c056516,['CYP19A1'],['gene_1588']
dr:D00965,nilutamide,chemical_mesh_c021277,['AR'],['gene_367']
dr:D00966,Tamoxifen,chemical_mesh_d013629,"['ESR1', 'ESR2']","['gene_2099', 'gene_2100']"
dr:D00967,Toremifene,chemical_mesh_d017312,"['ESR1', 'ESR2', 'IGF1R']","['gene_2099', 'gene_2100', 'gene_3480']"
dr:D00968,Fenoprofen,chemical_mesh_d005279,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D00972,betamethasone sodium phosphate,chemical_mesh_c028994,['NR3C1'],['gene_2908']
dr:D00973,Cortisone,chemical_mesh_d003348,['NR3C1'],['gene_2908']
dr:D00975,dexamethasone 21-phosphate,chemical_mesh_c004180,['NR3C1'],['gene_2908']
dr:D00977,hydrocortisone sodium phosphate,chemical_mesh_c039803,['NR3C1'],['gene_2908']
dr:D00978,hydrocortisone hemisuccinate,chemical_mesh_c007133,['NR3C1'],['gene_2908']
dr:D00980,prednisolone acetate,chemical_mesh_c009935,['NR3C1'],['gene_2908']
dr:D00981,prednisolone phosphate,chemical_mesh_c009022,['NR3C1'],['gene_2908']
dr:D00983,Triamcinolone Acetonide,chemical_mesh_d014222,['NR3C1'],['gene_2908']
dr:D00984,triamcinolone diacetate,chemical_mesh_c030262,['NR3C1'],['gene_2908']
dr:D00985,triamcinolone hexacetonide,chemical_mesh_c005900,['NR3C1'],['gene_2908']
dr:D00986,fludrocortisone acetate,chemical_mesh_c034635,['NR3C2'],['gene_4306']
dr:D00994,Edrophonium,chemical_mesh_d004491,['ACHE'],['gene_43']
dr:D00995,Neostigmine,chemical_mesh_d009388,['ACHE'],['gene_43']
dr:D00997,Tolazoline,chemical_mesh_d014043,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152']"
dr:D00999,Acetylcholine,chemical_mesh_d000109,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'CHRNA1', 'CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB1', 'CHRNB2', 'CHRNB3', 'CHRNB4', 'CHRND', 'CHRNE', 'CHRNG']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133', 'gene_1134', 'gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1140', 'gene_1141', 'gene_1142', 'gene_1143', 'gene_1144', 'gene_1145', 'gene_1146']"
dr:D01000,Bethanechol,chemical_mesh_d018723,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01001,Ambenonium Chloride,chemical_mesh_d000549,['ACHE'],['gene_43']
dr:D01002,Cyclopentolate,chemical_mesh_d003519,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01004,homatropine,chemical_mesh_c100236,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01005,isopropamide iodide,chemical_mesh_c084831,['CHRM3'],['gene_1131']
dr:D01006,oxyphencyclimine,chemical_mesh_c100201,"['CHRM1', 'CHRM2', 'CHRM3']","['gene_1128', 'gene_1129', 'gene_1131']"
dr:D01007,propiverine,chemical_mesh_c015586,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133', 'gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D01008,apraclonidine,chemical_mesh_c016986,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_150', 'gene_151', 'gene_152']"
dr:D01009,1 alpha-hydroxyergocalciferol,chemical_mesh_c042533,['VDR'],['gene_7421']
dr:D01010,Thyroxine,chemical_mesh_d013974,"['THRA', 'THRB']","['gene_7067', 'gene_7068']"
dr:D01011,Triiodothyronine,chemical_mesh_d014284,"['THRA', 'THRB']","['gene_7067', 'gene_7068']"
dr:D01017,dipivefrin,chemical_mesh_c015173,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152', 'gene_153', 'gene_154', 'gene_155']"
dr:D01019,Metaraminol,chemical_mesh_d008680,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152']"
dr:D01020,Methoxamine,chemical_mesh_d008729,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_148', 'gene_147', 'gene_146']"
dr:D01022,Oxymetazoline,chemical_mesh_d010109,['ADRA1A'],['gene_148']
dr:D01023,tetrahydrozoline,chemical_mesh_c005810,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_148', 'gene_147', 'gene_146']"
dr:D01025,Levobunolol,chemical_mesh_d002040,"['ADRB1', 'ADRB2', 'ADRB3', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_153', 'gene_154', 'gene_155', 'gene_148', 'gene_147', 'gene_146']"
dr:D01026,Sotalol,chemical_mesh_d013015,"['ADRB1', 'ADRB2', 'KCNH2']","['gene_153', 'gene_154', 'gene_3757']"
dr:D01028,Ticlopidine,chemical_mesh_d013988,['P2RY12'],['gene_64805']
dr:D01044,Flupenthixol,chemical_mesh_d005475,"['DRD1', 'DRD2']","['gene_1812', 'gene_1813']"
dr:D01049,nimesulide,chemical_mesh_c012655,['PTGS2'],['gene_5743']
dr:D01051,Spiperone,chemical_mesh_d013134,['DRD2'],['gene_1813']
dr:D01056,Benzbromarone,chemical_mesh_d001553,['SLC22A12'],['gene_116085']
dr:D01064,raltitrexed,chemical_mesh_c068874,['TYMS'],['gene_7298']
dr:D01068,Vinblastine,chemical_mesh_d014747,"['TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB', 'TUBB8', 'TUBB2B', 'TUBB2A', 'TUBB1', 'TUBB6']","['gene_10381', 'gene_10382', 'gene_10383', 'gene_203068', 'gene_347688', 'gene_347733', 'gene_7280', 'gene_81027', 'gene_84617']"
dr:D01069,Cilazapril,chemical_mesh_d017315,['ACE'],['gene_1636']
dr:D01070,candoxatril,chemical_mesh_c062766,['MME'],['gene_4311']
dr:D01071,Hexobarbital,chemical_mesh_d006591,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D01077,methylatropine,chemical_mesh_c006649,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01090,KB 3022,chemical_mesh_c064847,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D01097,lazabemide,chemical_mesh_c059303,['MAOB'],['gene_4129']
dr:D01098,maxacalcitol,chemical_mesh_c051883,['VDR'],['gene_7421']
dr:D01101,bromperidol,chemical_mesh_c006820,['DRD2'],['gene_1813']
dr:D01104,mepirodipine,chemical_mesh_c050699,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D01105,moperone,chemical_mesh_c005209,['DRD2'],['gene_1813']
dr:D01117,mizolastine,chemical_mesh_c076170,['HRH1'],['gene_3269']
dr:D01118,profenamine,chemical_mesh_c084820,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01119,temocapril hydrochloride,chemical_mesh_c055603,['ACE'],['gene_1636']
dr:D01123,seratrodast,chemical_mesh_c060230,['TBXA2R'],['gene_6915']
dr:D01125,calcipotriene,chemical_mesh_c055085,['VDR'],['gene_7421']
dr:D01128,ramatroban,chemical_mesh_c063119,"['TBXA2R', 'PTGDR']","['gene_6915', 'gene_5729']"
dr:D01130,Thiethylperazine,chemical_mesh_d013847,['DRD2'],['gene_1813']
dr:D01131,lafutidine,chemical_mesh_c076948,['HRH2'],['gene_3274']
dr:D01132,tazarotene,chemical_mesh_c086827,"['RARA', 'RARB', 'RARG', 'RXRB']","['gene_5914', 'gene_5915', 'gene_5916', 'gene_6257']"
dr:D01133,pimobendan,chemical_mesh_c041648,"['PDE3A', 'PDE3B']","['gene_5139', 'gene_5140']"
dr:D01134,epristeride,chemical_mesh_c072547,"['SRD5A1', 'SRD5A2']","['gene_6715', 'gene_6716']"
dr:D01136,Tranexamic Acid,chemical_mesh_d014148,['PLG'],['gene_5340']
dr:D01143,isothipendyl,chemical_mesh_c008214,['HRH1'],['gene_3269']
dr:D01145,azelnidipine,chemical_mesh_c061679,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D01146,T 614,chemical_mesh_c077313,['NFKB1'],['gene_4790']
dr:D01150,methyprylon,chemical_mesh_c084583,['GABRA1'],['gene_2554']
dr:D01151,"1,4-dihydropyridine",chemical_mesh_c038806,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D01152,oxethazaine,chemical_mesh_c100289,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['gene_6323', 'gene_6326', 'gene_6328', 'gene_6329', 'gene_6331', 'gene_6334', 'gene_6335', 'gene_6336', 'gene_11280']"
dr:D01159,Gestonorone Caproate,chemical_mesh_d005866,['PGR'],['gene_5241']
dr:D01163,Ergonovine,chemical_mesh_d004874,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152']"
dr:D01171,monatepil,chemical_mesh_c067818,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_148', 'gene_147', 'gene_146', 'gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D01172,diphenylpyraline,chemical_mesh_c009871,['HRH1'],['gene_3269']
dr:D01173,cilnidipine,chemical_mesh_c065927,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNA1B']","['gene_775', 'gene_776', 'gene_778', 'gene_779', 'gene_774']"
dr:D01174,Pheniramine,chemical_mesh_d010632,['HRH1'],['gene_3269']
dr:D01175,carpronium,chemical_mesh_c001817,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D01176,blonanserin,chemical_mesh_c079310,"['HTR2A', 'DRD2', 'DRD3']","['gene_3356', 'gene_1813', 'gene_1814']"
dr:D01180,trilostane,chemical_mesh_c009954,"['HSD3B1', 'HSD3B2']","['gene_3283', 'gene_3284']"
dr:D01182,Alprenolol,chemical_mesh_d000526,"['ADRB1', 'ADRB2', 'ADRB3']","['gene_153', 'gene_154', 'gene_155']"
dr:D01183,tolfenamic acid,chemical_mesh_c009500,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D01187,Betazole,chemical_mesh_d001625,['HRH2'],['gene_3274']
dr:D01198,toborinone,chemical_mesh_c077543,"['PDE3A', 'PDE3B']","['gene_5139', 'gene_5140']"
dr:D01217,Dydrogesterone,chemical_mesh_d004394,['PGR'],['gene_5241']
dr:D01220,Trapidil,chemical_mesh_d014192,"['PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B', 'TBXAS1']","['gene_10846', 'gene_27115', 'gene_50940', 'gene_5136', 'gene_5137', 'gene_5138', 'gene_5139', 'gene_5140', 'gene_5141', 'gene_5142', 'gene_5143', 'gene_5144', 'gene_5150', 'gene_5151', 'gene_5153', 'gene_8622', 'gene_6916']"
dr:D01224,Phenylpropanolamine,chemical_mesh_d010665,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3']","['gene_148', 'gene_147', 'gene_146', 'gene_150', 'gene_151', 'gene_152', 'gene_153', 'gene_154', 'gene_155']"
dr:D01226,Sulpiride,chemical_mesh_d013469,['DRD2'],['gene_1813']
dr:D01228,distigmine,chemical_mesh_c084645,['ACHE'],['gene_43']
dr:D01229,paramethasone acetate,chemical_mesh_c032128,['NR3C1'],['gene_2908']
dr:D01230,Flunitrazepam,chemical_mesh_d005445,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D01236,conivaptan,chemical_mesh_c106389,"['AVPR1A', 'AVPR2']","['gene_552', 'gene_554']"
dr:D01238,Bucladesine,chemical_mesh_d003994,"['PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B']","['gene_10846', 'gene_27115', 'gene_50940', 'gene_5136', 'gene_5137', 'gene_5138', 'gene_5139', 'gene_5140', 'gene_5141', 'gene_5142', 'gene_5143', 'gene_5144', 'gene_5150', 'gene_5151', 'gene_5153', 'gene_8622']"
dr:D01240,Deslanoside,chemical_mesh_d003892,"['ATP1A1', 'ATP1A2', 'ATP1A3', 'ATP1A4']","['gene_476', 'gene_477', 'gene_478', 'gene_480']"
dr:D01244,Tegafur,chemical_mesh_d005641,['TYMS'],['gene_7298']
dr:D01245,Bromazepam,chemical_mesh_d001960,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D01252,alclofenac,chemical_mesh_c084615,['PTGS2'],['gene_5743']
