gene_name,gene_concept,kegg_ids,drug_names,drug_concepts
CA2,Gene_760,"['dr:D00218', 'dr:D00518', 'dr:D00652', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'brinzolamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C111827', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA3,Gene_761,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA4,Gene_762,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA5A,Gene_763,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA5B,Gene_11238,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA6,Gene_765,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA7,Gene_766,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA8,Gene_767,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA9,Gene_768,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA12,Gene_771,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA13,Gene_377677,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
CA14,Gene_23632,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D01822', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'diumide', 'Ethoxzolamide', 'sezolamide']","['Chemical_MESH_D000086', 'Chemical_MESH_D004005', 'Chemical_MESH_C062765', 'Chemical_MESH_D008704', 'Chemical_MESH_C036076', 'Chemical_MESH_D005016', 'Chemical_MESH_C057921']"
ABCC8,Gene_6833,"['dr:D00219', 'dr:D00271', 'dr:D00294', 'dr:D00335', 'dr:D00336', 'dr:D00379', 'dr:D00380', 'dr:D00418', 'dr:D00593', 'dr:D00594', 'dr:D01599', 'dr:D01799', 'dr:D01810', 'dr:D01854', 'dr:D02385', 'dr:D02425', 'dr:D02430', 'dr:D04739', 'dr:D05482', 'dr:D07117', 'dr:D07118']","['Acetohexamide', 'Chlorpropamide', 'Diazoxide', 'Glipizide', 'Glyburide', 'Tolazamide', 'Tolbutamide', 'Minoxidil', 'glimepiride', 'repaglinide', 'Gliclazide', 'glyclopyramide', 'Nicorandil', 'mitiglinide', 'Cromakalim', 'Carbutamide', 'gliquidone', 'linogliride', 'Pinacidil', 'metahexamide', 'glisoxepide']","['Chemical_MESH_D000092', 'Chemical_MESH_D002747', 'Chemical_MESH_D003981', 'Chemical_MESH_D005913', 'Chemical_MESH_D005905', 'Chemical_MESH_D014042', 'Chemical_MESH_D014044', 'Chemical_MESH_D008914', 'Chemical_MESH_C057619', 'Chemical_MESH_C072379', 'Chemical_MESH_D005907', 'Chemical_MESH_C017346', 'Chemical_MESH_D020108', 'Chemical_MESH_C087255', 'Chemical_MESH_D019806', 'Chemical_MESH_D002271', 'Chemical_MESH_C010969', 'Chemical_MESH_C044425', 'Chemical_MESH_D020110', 'Chemical_MESH_C100077', 'Chemical_MESH_C100171']"
XDH,Gene_7498,"['dr:D00224', 'dr:D02365', 'dr:D02896', 'dr:D07278', 'dr:D09786']","['Allopurinol', 'Oxypurinol', 'amflutizole', 'tisopurine', 'FYX-051']","['Chemical_MESH_D000493', 'Chemical_MESH_D010117', 'Chemical_MESH_C046749', 'Chemical_MESH_C005832', 'Chemical_MESH_C504882']"
PDE10A,Gene_10846,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089', 'dr:D11171', 'dr:D11245']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine', '2-((4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy)methyl)quinoline', '1-(2-fluoro-4-(1H-pyrazol-1-yl)phenyl)-5-methoxy-3-(1-phenyl-1H-pyrazol-5-yl)pyridazin-4(1H)-one']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490', 'Chemical_MESH_C545121', 'Chemical_MESH_C000594749']"
PDE7B,Gene_27115,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490']"
PDE11A,Gene_50940,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490']"
PDE1A,Gene_5136,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490']"
PDE1C,Gene_5137,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490']"
PDE2A,Gene_5138,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03075', 'dr:D03898', 'dr:D04006', 'dr:D05278', 'dr:D05612', 'dr:D06132', 'dr:D07089', 'dr:D07603']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'bemoradan', 'doxofylline', 'enprofylline', 'phthalazinol', 'prinoxodan', 'tibenelast', 'moxaverine', 'caffeine citrate']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C062457', 'Chemical_MESH_C029797', 'Chemical_MESH_C034347', 'Chemical_MESH_C011329', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189']"
PDE3A,Gene_5139,"['dr:D00227', 'dr:D00231', 'dr:D00371', 'dr:D00417', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01133', 'dr:D01198', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01690', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D02933', 'dr:D03075', 'dr:D04004', 'dr:D04006', 'dr:D04508', 'dr:D04529', 'dr:D04628', 'dr:D04751', 'dr:D05278', 'dr:D05514', 'dr:D05612', 'dr:D06132', 'dr:D07089', 'dr:D07603', 'dr:D08294', 'dr:D09843', 'dr:D11743']","['Aminophylline', 'Amrinone', 'Theophylline', 'Milrinone', 'Caffeine', 'Dyphylline', 'Flavoxate', 'pimobendan', 'toborinone', 'Trapidil', 'Bucladesine', 'ibudilast', 'vesnarinone', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'anagrelide', 'bemoradan', 'Enoximone', 'enprofylline', 'imazodan', 'indolidan', 'sulmazole', 'lixazinone', 'phthalazinol', 'piroximone', 'prinoxodan', 'tibenelast', 'moxaverine', 'caffeine citrate', 'olprinone', 'TZC 5665', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D000676', 'Chemical_MESH_D013806', 'Chemical_MESH_D020105', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_C041648', 'Chemical_MESH_C077543', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C041667', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C021139', 'Chemical_MESH_C062457', 'Chemical_MESH_D017335', 'Chemical_MESH_C034347', 'Chemical_MESH_C042527', 'Chemical_MESH_C050325', 'Chemical_MESH_C029758', 'Chemical_MESH_C049443', 'Chemical_MESH_C011329', 'Chemical_MESH_C039686', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C059498', 'Chemical_MESH_C088090', 'Chemical_MESH_C512996']"
PDE3B,Gene_5140,"['dr:D00227', 'dr:D00231', 'dr:D00371', 'dr:D00417', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01133', 'dr:D01198', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01690', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D02933', 'dr:D03075', 'dr:D04004', 'dr:D04006', 'dr:D04508', 'dr:D04529', 'dr:D04628', 'dr:D04751', 'dr:D05278', 'dr:D05514', 'dr:D05612', 'dr:D06132', 'dr:D07089', 'dr:D07603', 'dr:D08294', 'dr:D09843', 'dr:D11743']","['Aminophylline', 'Amrinone', 'Theophylline', 'Milrinone', 'Caffeine', 'Dyphylline', 'Flavoxate', 'pimobendan', 'toborinone', 'Trapidil', 'Bucladesine', 'ibudilast', 'vesnarinone', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'anagrelide', 'bemoradan', 'Enoximone', 'enprofylline', 'imazodan', 'indolidan', 'sulmazole', 'lixazinone', 'phthalazinol', 'piroximone', 'prinoxodan', 'tibenelast', 'moxaverine', 'caffeine citrate', 'olprinone', 'TZC 5665', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D000676', 'Chemical_MESH_D013806', 'Chemical_MESH_D020105', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_C041648', 'Chemical_MESH_C077543', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C041667', 'Chemical_MESH_C003237', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_C021139', 'Chemical_MESH_C062457', 'Chemical_MESH_D017335', 'Chemical_MESH_C034347', 'Chemical_MESH_C042527', 'Chemical_MESH_C050325', 'Chemical_MESH_C029758', 'Chemical_MESH_C049443', 'Chemical_MESH_C011329', 'Chemical_MESH_C039686', 'Chemical_MESH_C059401', 'Chemical_MESH_C063779', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C059498', 'Chemical_MESH_C088090', 'Chemical_MESH_C512996']"
PDE4A,Gene_5141,"['dr:D00227', 'dr:D00302', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D03075', 'dr:D03516', 'dr:D04006', 'dr:D04185', 'dr:D05278', 'dr:D05474', 'dr:D05612', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D09020', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Dipyridamole', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'bemoradan', 'cipamfylline', 'enprofylline', 'filaminast', 'phthalazinol', 'piclamilast', 'prinoxodan', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'tofimilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D004176', 'Chemical_MESH_D013806', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C032114', 'Chemical_MESH_C433247', 'Chemical_MESH_C003237', 'Chemical_MESH_D020889', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_D004974', 'Chemical_MESH_C062457', 'Chemical_MESH_C466758', 'Chemical_MESH_C034347', 'Chemical_MESH_C085988', 'Chemical_MESH_C011329', 'Chemical_MESH_C087566', 'Chemical_MESH_C059401', 'Chemical_MESH_C424423', 'Chemical_MESH_C063779', 'Chemical_MESH_C005317', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C505730', 'Chemical_MESH_C517806', 'Chemical_MESH_C543085', 'Chemical_MESH_C583128', 'Chemical_MESH_C512996']"
PDE4B,Gene_5142,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D03075', 'dr:D03516', 'dr:D04006', 'dr:D04185', 'dr:D05278', 'dr:D05474', 'dr:D05612', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D09020', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'bemoradan', 'cipamfylline', 'enprofylline', 'filaminast', 'phthalazinol', 'piclamilast', 'prinoxodan', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'tofimilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C032114', 'Chemical_MESH_C433247', 'Chemical_MESH_C003237', 'Chemical_MESH_D020889', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_D004974', 'Chemical_MESH_C062457', 'Chemical_MESH_C466758', 'Chemical_MESH_C034347', 'Chemical_MESH_C085988', 'Chemical_MESH_C011329', 'Chemical_MESH_C087566', 'Chemical_MESH_C059401', 'Chemical_MESH_C424423', 'Chemical_MESH_C063779', 'Chemical_MESH_C005317', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C505730', 'Chemical_MESH_C517806', 'Chemical_MESH_C543085', 'Chemical_MESH_C583128', 'Chemical_MESH_C512996']"
PDE4C,Gene_5143,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D03075', 'dr:D03516', 'dr:D04006', 'dr:D04185', 'dr:D05278', 'dr:D05474', 'dr:D05612', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D09020', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'bemoradan', 'cipamfylline', 'enprofylline', 'filaminast', 'phthalazinol', 'piclamilast', 'prinoxodan', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'tofimilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C032114', 'Chemical_MESH_C433247', 'Chemical_MESH_C003237', 'Chemical_MESH_D020889', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_D004974', 'Chemical_MESH_C062457', 'Chemical_MESH_C466758', 'Chemical_MESH_C034347', 'Chemical_MESH_C085988', 'Chemical_MESH_C011329', 'Chemical_MESH_C087566', 'Chemical_MESH_C059401', 'Chemical_MESH_C424423', 'Chemical_MESH_C063779', 'Chemical_MESH_C005317', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C505730', 'Chemical_MESH_C517806', 'Chemical_MESH_C543085', 'Chemical_MESH_C583128', 'Chemical_MESH_C512996']"
PDE4D,Gene_5144,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D03075', 'dr:D03516', 'dr:D04006', 'dr:D04185', 'dr:D05278', 'dr:D05474', 'dr:D05612', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D09020', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'bemoradan', 'cipamfylline', 'enprofylline', 'filaminast', 'phthalazinol', 'piclamilast', 'prinoxodan', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'tofimilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['Chemical_MESH_D000628', 'Chemical_MESH_D013806', 'Chemical_MESH_D002110', 'Chemical_MESH_D004400', 'Chemical_MESH_D005422', 'Chemical_MESH_D014192', 'Chemical_MESH_D003994', 'Chemical_MESH_C038366', 'Chemical_MESH_C032114', 'Chemical_MESH_C433247', 'Chemical_MESH_C003237', 'Chemical_MESH_D020889', 'Chemical_MESH_C012839', 'Chemical_MESH_D010208', 'Chemical_MESH_D004974', 'Chemical_MESH_C062457', 'Chemical_MESH_C466758', 'Chemical_MESH_C034347', 'Chemical_MESH_C085988', 'Chemical_MESH_C011329', 'Chemical_MESH_C087566', 'Chemical_MESH_C059401', 'Chemical_MESH_C424423', 'Chemical_MESH_C063779', 'Chemical_MESH_C005317', 'Chemical_MESH_C004490', 'Chemical_MESH_C026189', 'Chemical_MESH_C505730', 'Chemical_MESH_C517806', 'Chemical_MESH_C543085', 'Chemical_MESH_C583128', 'Chemical_MESH_C512996']"
