gene_name,gene_concept,kegg_ids,drug_names,drug_concepts
CA5B,gene_11238,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA6,gene_765,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA7,gene_766,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA8,gene_767,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA9,gene_768,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA12,gene_771,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA13,gene_377677,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
CA14,gene_23632,"['dr:D00218', 'dr:D00518', 'dr:D00653', 'dr:D00655', 'dr:D02441', 'dr:D03845']","['Acetazolamide', 'Dichlorphenamide', 'dorzolamide', 'Methazolamide', 'Ethoxzolamide', 'sezolamide']","['chemical_mesh_d000086', 'chemical_mesh_d004005', 'chemical_mesh_c062765', 'chemical_mesh_d008704', 'chemical_mesh_d005016', 'chemical_mesh_c057921']"
ABCC8,gene_6833,"['dr:D00219', 'dr:D00271', 'dr:D00294', 'dr:D00335', 'dr:D00336', 'dr:D00379', 'dr:D00380', 'dr:D00418', 'dr:D00593', 'dr:D00594', 'dr:D01599', 'dr:D01810', 'dr:D01854', 'dr:D02385', 'dr:D02425', 'dr:D02430', 'dr:D04739', 'dr:D05482', 'dr:D07118']","['Acetohexamide', 'Chlorpropamide', 'Diazoxide', 'Glipizide', 'Glyburide', 'Tolazamide', 'Tolbutamide', 'Minoxidil', 'glimepiride', 'repaglinide', 'Gliclazide', 'Nicorandil', 'mitiglinide', 'Cromakalim', 'Carbutamide', 'gliquidone', 'linogliride', 'Pinacidil', 'glisoxepide']","['chemical_mesh_d000092', 'chemical_mesh_d002747', 'chemical_mesh_d003981', 'chemical_mesh_d005913', 'chemical_mesh_d005905', 'chemical_mesh_d014042', 'chemical_mesh_d014044', 'chemical_mesh_d008914', 'chemical_mesh_c057619', 'chemical_mesh_c072379', 'chemical_mesh_d005907', 'chemical_mesh_d020108', 'chemical_mesh_c087255', 'chemical_mesh_d019806', 'chemical_mesh_d002271', 'chemical_mesh_c010969', 'chemical_mesh_c044425', 'chemical_mesh_d020110', 'chemical_mesh_c100171']"
XDH,gene_7498,"['dr:D00224', 'dr:D02365', 'dr:D07278', 'dr:D09786']","['Allopurinol', 'Oxypurinol', 'tisopurine', 'FYX-051']","['chemical_mesh_d000493', 'chemical_mesh_d010117', 'chemical_mesh_c005832', 'chemical_mesh_c504882']"
PDE10A,gene_10846,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089', 'dr:D11171', 'dr:D11245']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine', '2-((4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy)methyl)quinoline', '1-(2-fluoro-4-(1H-pyrazol-1-yl)phenyl)-5-methoxy-3-(1-phenyl-1H-pyrazol-5-yl)pyridazin-4(1H)-one']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490', 'chemical_mesh_c545121', 'chemical_mesh_c000594749']"
PDE7B,gene_27115,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE11A,gene_50940,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE1A,gene_5136,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE1C,gene_5137,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE2A,gene_5138,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D03898', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089', 'dr:D07603']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'doxofylline', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine', 'caffeine citrate']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c029797', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490', 'chemical_mesh_c026189']"
PDE3A,gene_5139,"['dr:D00227', 'dr:D00231', 'dr:D00371', 'dr:D00417', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01133', 'dr:D01198', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01690', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D02933', 'dr:D04004', 'dr:D04006', 'dr:D04508', 'dr:D04529', 'dr:D04628', 'dr:D04751', 'dr:D05278', 'dr:D05514', 'dr:D06132', 'dr:D07089', 'dr:D07603', 'dr:D08294', 'dr:D11743']","['Aminophylline', 'Amrinone', 'Theophylline', 'Milrinone', 'Caffeine', 'Dyphylline', 'Flavoxate', 'pimobendan', 'toborinone', 'Trapidil', 'Bucladesine', 'ibudilast', 'vesnarinone', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'anagrelide', 'Enoximone', 'enprofylline', 'imazodan', 'indolidan', 'sulmazole', 'lixazinone', 'phthalazinol', 'piroximone', 'tibenelast', 'moxaverine', 'caffeine citrate', 'olprinone', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d000676', 'chemical_mesh_d013806', 'chemical_mesh_d020105', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_c041648', 'chemical_mesh_c077543', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c041667', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c021139', 'chemical_mesh_d017335', 'chemical_mesh_c034347', 'chemical_mesh_c042527', 'chemical_mesh_c050325', 'chemical_mesh_c029758', 'chemical_mesh_c049443', 'chemical_mesh_c011329', 'chemical_mesh_c039686', 'chemical_mesh_c063779', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c059498', 'chemical_mesh_c512996']"
PDE3B,gene_5140,"['dr:D00227', 'dr:D00231', 'dr:D00371', 'dr:D00417', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01133', 'dr:D01198', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01690', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D02933', 'dr:D04004', 'dr:D04006', 'dr:D04508', 'dr:D04529', 'dr:D04628', 'dr:D04751', 'dr:D05278', 'dr:D05514', 'dr:D06132', 'dr:D07089', 'dr:D07603', 'dr:D08294', 'dr:D11743']","['Aminophylline', 'Amrinone', 'Theophylline', 'Milrinone', 'Caffeine', 'Dyphylline', 'Flavoxate', 'pimobendan', 'toborinone', 'Trapidil', 'Bucladesine', 'ibudilast', 'vesnarinone', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'anagrelide', 'Enoximone', 'enprofylline', 'imazodan', 'indolidan', 'sulmazole', 'lixazinone', 'phthalazinol', 'piroximone', 'tibenelast', 'moxaverine', 'caffeine citrate', 'olprinone', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d000676', 'chemical_mesh_d013806', 'chemical_mesh_d020105', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_c041648', 'chemical_mesh_c077543', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c041667', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c021139', 'chemical_mesh_d017335', 'chemical_mesh_c034347', 'chemical_mesh_c042527', 'chemical_mesh_c050325', 'chemical_mesh_c029758', 'chemical_mesh_c049443', 'chemical_mesh_c011329', 'chemical_mesh_c039686', 'chemical_mesh_c063779', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c059498', 'chemical_mesh_c512996']"
PDE4A,gene_5141,"['dr:D00227', 'dr:D00302', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D04006', 'dr:D05278', 'dr:D05474', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Dipyridamole', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'enprofylline', 'phthalazinol', 'piclamilast', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d004176', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c032114', 'chemical_mesh_c433247', 'chemical_mesh_c003237', 'chemical_mesh_d020889', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_d004974', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c087566', 'chemical_mesh_c424423', 'chemical_mesh_c063779', 'chemical_mesh_c005317', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c505730', 'chemical_mesh_c543085', 'chemical_mesh_c583128', 'chemical_mesh_c512996']"
PDE4B,gene_5142,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D04006', 'dr:D05278', 'dr:D05474', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'enprofylline', 'phthalazinol', 'piclamilast', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c032114', 'chemical_mesh_c433247', 'chemical_mesh_c003237', 'chemical_mesh_d020889', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_d004974', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c087566', 'chemical_mesh_c424423', 'chemical_mesh_c063779', 'chemical_mesh_c005317', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c505730', 'chemical_mesh_c543085', 'chemical_mesh_c583128', 'chemical_mesh_c512996']"
PDE4C,gene_5143,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D04006', 'dr:D05278', 'dr:D05474', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'enprofylline', 'phthalazinol', 'piclamilast', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c032114', 'chemical_mesh_c433247', 'chemical_mesh_c003237', 'chemical_mesh_d020889', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_d004974', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c087566', 'chemical_mesh_c424423', 'chemical_mesh_c063779', 'chemical_mesh_c005317', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c505730', 'chemical_mesh_c543085', 'chemical_mesh_c583128', 'chemical_mesh_c512996']"
PDE4D,gene_5144,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01385', 'dr:D01630', 'dr:D01704', 'dr:D01771', 'dr:D01783', 'dr:D02017', 'dr:D02218', 'dr:D02655', 'dr:D04006', 'dr:D05278', 'dr:D05474', 'dr:D05744', 'dr:D06132', 'dr:D07088', 'dr:D07089', 'dr:D07603', 'dr:D08860', 'dr:D10873', 'dr:D11305', 'dr:D11743']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'ibudilast', 'propentofylline', 'Cilomilast', 'proxyphylline', 'Rolipram', 'cholinophyllin', 'Papaverine', 'Etazolate', 'enprofylline', 'phthalazinol', 'piclamilast', 'Roflumilast', 'tibenelast', 'drotaverin', 'moxaverine', 'caffeine citrate', 'apremilast', 'crisaborole', 'methyl 4-(((3-(6,7-dimethoxy-2-(methylamino)quinazolin-4-yl)phenyl)amino)carbonyl)benzoate', 'ensifentrine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c038366', 'chemical_mesh_c032114', 'chemical_mesh_c433247', 'chemical_mesh_c003237', 'chemical_mesh_d020889', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_d004974', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c087566', 'chemical_mesh_c424423', 'chemical_mesh_c063779', 'chemical_mesh_c005317', 'chemical_mesh_c004490', 'chemical_mesh_c026189', 'chemical_mesh_c505730', 'chemical_mesh_c543085', 'chemical_mesh_c583128', 'chemical_mesh_c512996']"
PDE7A,gene_5150,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE8A,gene_5151,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
PDE1B,gene_5153,"['dr:D00227', 'dr:D00371', 'dr:D00528', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089', 'dr:D07603']","['Aminophylline', 'Theophylline', 'Caffeine', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine', 'caffeine citrate']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d002110', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490', 'chemical_mesh_c026189']"
PDE8B,gene_8622,"['dr:D00227', 'dr:D00371', 'dr:D00691', 'dr:D00718', 'dr:D01220', 'dr:D01238', 'dr:D01771', 'dr:D02017', 'dr:D02218', 'dr:D04006', 'dr:D05278', 'dr:D06132', 'dr:D07089']","['Aminophylline', 'Theophylline', 'Dyphylline', 'Flavoxate', 'Trapidil', 'Bucladesine', 'proxyphylline', 'cholinophyllin', 'Papaverine', 'enprofylline', 'phthalazinol', 'tibenelast', 'moxaverine']","['chemical_mesh_d000628', 'chemical_mesh_d013806', 'chemical_mesh_d004400', 'chemical_mesh_d005422', 'chemical_mesh_d014192', 'chemical_mesh_d003994', 'chemical_mesh_c003237', 'chemical_mesh_c012839', 'chemical_mesh_d010208', 'chemical_mesh_c034347', 'chemical_mesh_c011329', 'chemical_mesh_c063779', 'chemical_mesh_c004490']"
SLC6A4,gene_6532,"['dr:D00228', 'dr:D00326', 'dr:D00367', 'dr:D00394', 'dr:D00484', 'dr:D00809', 'dr:D00811', 'dr:D00812', 'dr:D00814', 'dr:D00815', 'dr:D00816', 'dr:D00820', 'dr:D00822', 'dr:D00824', 'dr:D00825', 'dr:D01285', 'dr:D01546', 'dr:D02170', 'dr:D02242', 'dr:D02260', 'dr:D02571', 'dr:D02787', 'dr:D03491', 'dr:D03649', 'dr:D03713', 'dr:D03721', 'dr:D04148', 'dr:D04788', 'dr:D05458', 'dr:D07334', 'dr:D07449', 'dr:D10088', 'dr:D11172']","['Amoxapine', 'Fluoxetine', 'Mazindol', 'Trimipramine', 'Protriptyline', 'Amitriptyline', 'Clomipramine', 'Desipramine', 'Doxepin', 'Imipramine', 'Nortriptyline', 'Trazodone', 'Citalopram', 'Fluvoxamine', 'Sertraline', 'Lofepramine', 'Dothiepin', 'indeloxazine', 'Methamphetamine', 'Paroxetine', 'sibutramine', 'alaproclate', 'Tolnaftate', 'dapoxetine', 'Dexfenfluramine', 'Dexmethylphenidate Hydrochloride', 'Fenfluramine', 'lubazodone hydrochloride', 'Phentermine', 'imipramine N-oxide', 'amitriptyline N-oxide', '1-(3,4-dichlorophenyl)-3-azabicyclo-(3.1.0)hexane hydrochloride', 'N-Methyl-3,4-methylenedioxyamphetamine']","['chemical_mesh_d000657', 'chemical_mesh_d005473', 'chemical_mesh_d008454', 'chemical_mesh_d014299', 'chemical_mesh_d011530', 'chemical_mesh_d000639', 'chemical_mesh_d002997', 'chemical_mesh_d003891', 'chemical_mesh_d004316', 'chemical_mesh_d007099', 'chemical_mesh_d009661', 'chemical_mesh_d014196', 'chemical_mesh_d015283', 'chemical_mesh_d016666', 'chemical_mesh_d020280', 'chemical_mesh_d008127', 'chemical_mesh_d004308', 'chemical_mesh_c020852', 'chemical_mesh_d008694', 'chemical_mesh_d017374', 'chemical_mesh_c058254', 'chemical_mesh_c025293', 'chemical_mesh_d014047', 'chemical_mesh_c080598', 'chemical_mesh_d020372', 'chemical_mesh_d064699', 'chemical_mesh_d005277', 'chemical_mesh_c105748', 'chemical_mesh_d010645', 'chemical_mesh_c002921', 'chemical_mesh_c006566', 'chemical_mesh_c474071', 'chemical_mesh_d018817']"
